# created 02/20/24 at 16:54 by crecine
# GASP_TP-derived engine deck converted from PT6A-50.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

        Mach_Number, Altitude (ft),   Throttle, SHAFT_POWER_CORRECTED (hp), TAILPIPE_THRUST (lbf),   Fuel_Flow (lb/h)
               0.25,           0.0,       22.0,          170.6727293589416,    -6.578888984426928, 212.95234426112413
0.30000000000000004,           0.0,       22.0,         167.01497054677077,   -16.415304686222992,  205.8722652732005
0.35000000000000003,           0.0,       22.0,         162.81315210172886,    -25.86564486024505, 197.83780366084835
                0.4,           0.0,       22.0,         158.13094543843175,    -34.94098503426709, 188.93482635550112
               0.45,           0.0,       22.0,         153.02760985181504,    -43.61808394037586, 179.25825304120474
                0.5,           0.0,       22.0,          147.5624046368148,    -51.87370031065807, 168.90300340200494
               0.55,           0.0,       22.0,          141.7945890883666,    -59.68459287720051, 157.96399712194759
 0.6000000000000001,           0.0,       22.0,         135.78342250140645,    -67.02752037208982, 146.53615388507868
                0.0,           0.0,       22.5,         196.14153790559016,     46.41625611575182,  238.4087280744642
               0.05,           0.0,       22.5,         195.73655816772714,     36.01068928409039, 237.65971215757165
                0.1,           0.0,       22.5,         194.56540054742038,     25.51462533420137, 235.43159670569366
0.15000000000000002,           0.0,       22.5,           192.649955841311,    15.015264743063435, 231.81042083609626
                0.2,           0.0,       22.5,          190.0121148460404,     4.599807987655313, 226.88222366604478
               0.25,           0.0,       22.5,         186.65705992084162,    -5.646586017635042, 220.71682283630543
0.30000000000000004,           0.0,       22.5,         182.65680717458082,   -15.630592108056664, 213.44892189364134
0.35000000000000003,           0.0,       22.5,          178.0620625993445,   -25.226192602310046, 205.21131421754222
                0.4,           0.0,       22.5,         172.94193890471843,    -34.44630613565199, 196.07954795057543
               0.45,           0.0,       22.5,          167.3609471209131,    -43.26911726420019, 186.14348254453918
                0.5,           0.0,       22.5,         161.38359827813943,     -51.6728105440724, 175.49297745123164
               0.55,           0.0,       22.5,           155.074403406608,    -59.63557053138633, 164.21789212245102
 0.6000000000000001,           0.0,       22.5,         148.49787353652988,     -67.1355817822597,  152.4080860099955
                0.0,           0.0,       23.0,         212.92681796340878,    48.098967532741185, 246.51434213707196
               0.05,           0.0,       23.0,         212.48718111828356,     37.54169716848977, 245.74532138117533
                0.1,           0.0,       23.0,          211.2157988904887,    26.894923227818087, 243.46152296646696
0.15000000000000002,           0.0,       23.0,          209.1364354338147,    16.246359179610735, 239.75010610050515
                0.2,           0.0,       23.0,          206.2728549020522,     5.683718492752325, 234.69822999084818
               0.25,           0.0,       23.0,         202.63082568907444,    -4.706107762442153, 228.37526256059877
0.30000000000000004,           0.0,       23.0,         198.28809922842441,   -14.832938921379242, 220.92173687068106
0.35000000000000003,           0.0,       23.0,         193.29900808901266,   -24.574231300102866, 212.47796091743112
                0.4,           0.0,       23.0,         187.73957725862763,    -33.94018288638487, 203.11397781769378
               0.45,           0.0,       23.0,         181.68040862033808,    -42.90780625006512, 192.91739690818665
                0.5,           0.0,       23.0,          175.1921040572129,    -51.45411396098344, 181.97582752562752
               0.55,           0.0,       23.0,         168.34526545232103,    -59.55611858897972, 170.37687900673401
 0.6000000000000001,           0.0,       23.0,          161.2104946887311,     -67.1908327038938,  158.2081606882241
                0.0,           0.0,       23.5,          229.7030395952697,     49.76437223382702,  254.5041512333061
               0.05,           0.0,       23.5,         229.22876434610546,     39.05754086703148, 253.71689140802633
                0.1,           0.0,       23.5,         227.85721159852216,    28.264588254774857, 251.38062909110334
0.15000000000000002,           0.0,       23.5,         225.61401785247457,    17.472757000906288, 247.58294010329772
                0.2,           0.0,       23.5,         222.52481960791738,     6.769289709274923, 242.41140026537016
               0.25,           0.0,       23.5,          218.5961396223735,   -3.7581466172274793, 235.93436550658006
0.30000000000000004,           0.0,       23.5,          213.9109556230948,   -14.023582571879603, 228.29707132219067
0.35000000000000003,           0.0,       23.5,         208.52638157232263,     -23.9106166260867,  219.6446249038162
                0.4,           0.0,       23.5,         202.52653152263485,    -33.42287814257614,  210.0457670916382
               0.45,           0.0,       23.5,         195.98876950402462,    -42.53398876124483, 199.58833031369673
                0.5,           0.0,       23.5,         188.99045954648554,    -51.21757012198959,  188.3601469980316
               0.55,           0.0,       23.5,         181.60896568001093,    -59.44724386470732, 176.44904957268298
 0.6000000000000001,           0.0,       23.5,         173.92165193459448,    -67.19663162929481, 163.94287046569073
                0.0,           0.0,       24.0,         246.47246740766226,     51.41370159878795,  262.3879720279042
               0.05,           0.0,       24.0,          245.9635677818766,     40.55991858183634, 261.58413161207505
                0.1,           0.0,       24.0,          244.4918850802795,     29.62515306839222,  259.1980483184538
0.15000000000000002,           0.0,       24.0,         242.08492739075146,    18.695403730708698,  255.3172221470399
                0.2,           0.0,       24.0,         238.77020280117262,     7.856669241038933,  250.0291530978337
               0.25,           0.0,       24.0,          234.5551146794723,   -2.8033949803702383, 243.40083374682519
0.30000000000000004,           0.0,       24.0,         229.52748527338522,   -13.203760505246626, 235.58128636604152
0.35000000000000003,           0.0,       24.0,         223.74657605086406,   -23.236204252724693, 226.71818731999855
                0.4,           0.0,       24.0,         217.30547271921554,    -32.89465476033619, 216.88256690719103
               0.45,           0.0,       24.0,         210.28880492590724,    -42.14750266101357,  206.1646169426193
                0.5,           0.0,       24.0,          202.7812023184073,   -50.963138587689265,  194.6545292412836
               0.55,           0.0,       24.0,         194.86729454418366,    -59.30995317329574, 182.44249561818435
 0.6000000000000001,           0.0,       24.0,         186.63171125070429,    -67.15633705076537, 169.61870788832204
                0.0,           0.0,       24.5,           263.237366007076,     53.04818700740263,  270.1756211856041
               0.05,           0.0,       24.5,          262.6938513562803,      42.0505285150252,  269.3567513672717
                0.1,           0.0,       24.5,          261.1220657445195,     30.97815032199069,  266.9229138873686
0.15000000000000002,           0.0,       24.5,          258.5513883421065,    19.915244892776542, 262.96125153429756
                0.2,           0.0,       24.5,         255.01119831935455,     8.946004691860194,  257.5589070964617
               0.25,           0.0,       24.5,         250.50986381910417,   -1.8425452502496555, 250.78136935391012
0.30000000000000004,           0.0,       24.5,          245.1397970940891,   -12.374710167169178,  242.7807431201048
0.35000000000000003,           0.0,       24.5,         238.96198452622656,    -22.55184985248003, 233.70552930927937
                0.4,           0.0,       24.5,         232.07907187084518,    -32.35577559577538, 223.63202839913433
               0.45,           0.0,       24.5,         224.58329003992068,    -41.74818581264556, 212.65459097650395
                0.5,           0.0,       24.5,          216.5668699454287,    -50.69077891868085, 200.86756762822267
               0.55,           0.0,       24.5,         208.12204249934493,   -59.145253329471615, 188.36530894112462
 0.6000000000000001,           0.0,       24.5,          199.3410386136452,    -67.07330746060808, 175.24216550204417
                0.0,           0.0,       25.0,          280.0000000000002,     54.66905983944969,  277.8769153711433
               0.05,           0.0,       25.0,          279.4218750000005,    43.531068868718855, 277.04446004756676
                0.1,           0.0,       25.0,          277.7500000000006,     32.32511266889082,  274.5643590366989
0.15000000000000002,           0.0,       25.0,         275.01562500000034,     21.13322601086843,  270.5233275676366
                0.2,           0.0,       25.0,          271.2499999999998,    10.037443665554525,  265.0080808694772
               0.25,           0.0,       25.0,          266.4625000000026,   -0.8762898252449511,  258.0826744004109
0.30000000000000004,           0.0,       25.0,          260.7499999999996,   -11.537669003336127, 249.90180270225184
0.35000000000000003,           0.0,       25.0,         254.17499999999944,   -21.858409097815876,  240.6135320149597
                0.4,           0.0,       25.0,         246.84999999999934,    -31.80650350500411, 230.30180270225028
               0.45,           0.0,       25.0,         238.87499999999937,    -41.33587607941503, 219.06658659690072
                0.5,           0.0,       25.0,          230.3499999999998,    -50.40045067556278, 207.00785553168828
               0.55,           0.0,       25.0,         221.37500000000043,     -58.9541511479616, 194.22558133939023
 0.6000000000000001,           0.0,       25.0,         212.05000000000155,    -66.95090135112564, 180.81973585278374
                0.0,           0.0,       25.5,         296.76263399292446,     56.27755147470776,  285.5016712492596
               0.05,           0.0,       25.5,          296.1498986437207,     45.00323784503814, 284.65696702691054
                0.1,           0.0,       25.5,          294.3779342554817,    33.667572762413144, 282.13151700529517
0.15000000000000002,           0.0,       25.5,         291.47986165789433,     22.35029260874293,   278.011749549623
                0.2,           0.0,       25.5,         287.48880168064494,    11.131133765937758,  272.3840930251031
               0.25,           0.0,       25.5,          282.4151361809011,   0.09467889626465392,  265.3114509589035
0.30000000000000004,           0.0,       25.5,         276.36020290591017,   -10.693874459436353, 256.95082623035387
0.35000000000000003,           0.0,       25.5,         269.38801547377227,   -21.156737661195393,  247.4490765803408
                0.4,           0.0,       25.5,         261.62092812915336,   -31.247101344132734, 236.89954095132106
               0.45,           0.0,       25.5,         253.16670996007812,    -40.91041132459616,  225.4089379853593
                0.5,           0.0,       25.5,         244.13313005457076,   -50.092113418933415, 213.08398632451994
               0.55,           0.0,       25.5,         234.62795750065584,    -58.73765344349235,  200.0314046108676
 0.6000000000000001,           0.0,       25.5,         224.75896138635775,     -66.7924772146206, 186.35791148646712
                0.0,           0.0,       26.0,          313.5275325923382,     57.87489329295546,  293.0597054846908
               0.05,           0.0,       26.0,          312.8801822181247,     46.46873364610386,  292.2039816792531
                0.1,           0.0,       26.0,          311.0081149197217,     35.00706325587816,  289.6335210320082
0.15000000000000002,           0.0,       26.0,          307.9463226092493,     23.56739021015867,  285.4348167828225
                0.2,           0.0,       26.0,          303.7297971988269,    12.227222596825728, 279.69436217156255
               0.25,           0.0,       26.0,           298.369885320533,    1.0696685158999362,  272.4744011019638
0.30000000000000004,           0.0,       26.0,          291.9725147266139,    -9.844563981158725, 263.93417482228193
0.35000000000000003,           0.0,       26.0,          284.6034239491347,    -20.44769121508176, 254.21904414872373
                0.4,           0.0,       26.0,           276.394527280783,    -30.67783196927166,   243.432894281129
               0.45,           0.0,       26.0,          267.4611950740913,    -40.47162941146322, 231.68997932342936
                0.5,           0.0,       26.0,         257.91879768159185,     -49.7657267093912,  219.1045533795568
               0.55,           0.0,       26.0,         247.88270545581688,   -58.496767030790444,  205.7908705534433
 0.6000000000000001,           0.0,       26.0,         237.46828874929847,    -66.60139354339569, 191.86318494902068
                0.0,           0.0,       26.5,          330.2969604047308,    59.462316673971436,  300.5608347421746
               0.05,           0.0,       26.5,         329.61498565389576,     47.92925447403687,  299.6952133785452
                0.1,           0.0,       26.5,         327.64278840147904,     36.34511680260644,  297.0795043556887
0.15000000000000002,           0.0,       26.5,          324.4172321475261,    24.785464338874224,  292.8008285698011
                0.2,           0.0,       26.5,         319.97518039208205,    13.325857762034255,  286.9463069170786
               0.25,           0.0,       26.5,         314.32886037763194,    2.0479866352816796, 279.57822690216756
0.30000000000000004,           0.0,       26.5,          307.5890443769044,    -8.990975014192127,  270.8582095959075
0.35000000000000003,           0.0,       26.5,         299.82361842767597,   -19.732125431938147, 260.93031586340976
                0.4,           0.0,       26.5,          291.1734684773635,   -30.098958236531253,  249.9095138264561
               0.45,           0.0,       26.5,         281.76123049597385,     -40.0193682032904,  237.9180447926608
                0.5,           0.0,       26.5,          271.7095404535136,   -49.421250107534505, 225.07815006963853
               0.55,           0.0,       26.5,          261.1410343199893,     -58.2324987245826,  211.5120709650036
 0.6000000000000001,           0.0,       26.5,         250.17834806540793,    -66.38100882975351, 197.34204878637084
                0.0,           0.0,       27.0,         347.08963802610725,     61.03608924173045,  308.0371451754859
               0.05,           0.0,       27.0,          346.3710454604129,     49.38763597927645,  307.1662115180025
                0.1,           0.0,       27.0,         344.29888660351577,      37.6862168474534, 304.50081584515533
0.15000000000000002,           0.0,       27.0,         340.91087522580546,     26.00695671917195,  300.1325498153855
                0.2,           0.0,       27.0,          336.2447250976712,    14.424980467342696,  294.1530050871338
               0.25,           0.0,       27.0,          330.3113713792252,     3.020986180965514,  286.6293142463108
0.30000000000000004,           0.0,       27.0,          323.2288636716942,    -8.146620915316532,  277.7264461689558
0.35000000000000003,           0.0,       27.0,         315.07001915621976,   -19.021474421900407,  267.5907066448745
                0.4,           0.0,       27.0,         305.98147025317564,   -29.516759774665523,  256.3452175187078
               0.45,           0.0,       27.0,          296.0913955731273,    -39.55327445062065,  244.1188966213874
                0.5,           0.0,       27.0,            285.52797372664,   -49.051815926774616, 231.04066178384463
               0.55,           0.0,       27.0,         274.41938332427924,   -57.933181680136244, 217.23943083701104
 0.6000000000000001,           0.0,       27.0,          262.8938029766102,    -66.11816918771436, 202.84412161181822
                0.0,           0.0,       27.5,         363.89765224201267,     62.60051239606318, 315.48468005264573
               0.05,           0.0,       27.5,          363.1416679879207,     50.84487286657509,  314.6107037471676
                0.1,           0.0,       27.5,          360.9695731426818,    39.030071016574915, 311.89284865369603
0.15000000000000002,           0.0,       27.5,         357.41954282313503,     27.23188749374994, 307.42933303049074
                0.2,           0.0,       27.5,            352.52975214612,    15.526102945787438, 301.31837513581064
               0.25,           0.0,       27.5,           346.308895115276,      3.99289462027921,  293.6345607638643
0.30000000000000004,           0.0,       27.5,          338.8835901870467,    -7.305146634800971, 284.54700556507277
0.35000000000000003,           0.0,       27.5,         330.33325102633535,   -18.310051227806557, 274.20652010706993
                0.4,           0.0,       27.5,          320.8081860114047,   -28.927778142163522,  262.7426054324609
               0.45,           0.0,       27.5,         310.44097984217717,    -39.07330421752972, 250.29008996510728
                0.5,           0.0,       27.5,          299.3642172185749,   -48.661606293563025,  236.9838021288706
               0.55,           0.0,       27.5,          287.7104828405207,    -57.60766120992129, 222.95857034761232
 0.6000000000000001,           0.0,       27.5,         275.61236140793676,    -65.82644580626238, 208.34922304519407
                0.0,           0.0,       28.0,         380.71132797414174,     64.16041898231998,  322.8970983543237
               0.05,           0.0,       28.0,          379.9186096488317,     52.30183805955042, 322.01965114868847
                0.1,           0.0,       28.0,         377.64643933043425,     40.37607100903362,  319.2486174136746
0.15000000000000002,           0.0,       28.0,          373.9338063807854,    28.460116614294428,  314.6889819633879
                0.2,           0.0,       28.0,          368.8197001617208,     16.63097365885769,  308.4457296119337
               0.25,           0.0,       28.0,          362.3110671681346,     4.968791089446317,  300.6008979367994
0.30000000000000004,           0.0,       28.0,          354.5430253626924,    -6.458882800008785, 291.32831346195445
0.35000000000000003,           0.0,       28.0,          345.6019017737347,   -17.591036309924323,  280.7839598889099
                0.4,           0.0,       28.0,         335.64101569913254,   -28.327910710534162, 269.10340326256636
               0.45,           0.0,       28.0,         324.79693836937355,    -38.57943402961784, 256.42731404197605
                0.5,           0.0,       28.0,         313.20624101494565,    -48.25553429495496,  242.8963626861914
               0.55,           0.0,       28.0,          301.0054948663367,   -57.266139534325134, 228.65121965426457
 0.6000000000000001,           0.0,       28.0,          288.3312711540347,     -65.5211777755079, 213.83255540524783
                0.0,           0.0,       28.5,          397.5295329192496,     65.71806501817149,  330.2796197902089
               0.05,           0.0,       28.5,         396.70114206182035,     53.75999496379156,  329.3974290986485
                0.1,           0.0,       28.5,          394.3287001384079,     41.72514036421753, 326.57266952669255
0.15000000000000002,           0.0,       28.5,         390.45257488802656,    29.692280752998556,  321.9168098704321
                0.2,           0.0,       28.5,         385.11313404969144,     17.74019566368377,   315.541318925958
               0.25,           0.0,       28.5,          378.3164506104185,      5.94962522523439, 307.53509310599856
0.30000000000000004,           0.0,       28.5,         370.20577656522124,    -5.606532815036287, 298.07731835674423
0.35000000000000003,           0.0,       28.5,          360.8744367216097,   -16.863101698228135, 287.32971437975846
                0.4,           0.0,       28.5,         350.47828562910803,    -27.71617833014027, 275.43357632169824
               0.45,           0.0,       28.5,          339.1575454017357,    -38.07154120039696, 262.53530546794644
                0.5,           0.0,       28.5,          327.0524381535132,   -47.834968798622555, 248.78130310388548
               0.55,           0.0,       28.5,          314.3031859984605,    -56.91223961444134,  234.3179705148981
 0.6000000000000001,           0.0,       28.5,         301.05001105059796,    -65.20913213747764, 219.29170898636696
                0.0,           0.0,       29.0,          414.3511347740917,     67.27570652128827,  337.6374640699906
               0.05,           0.0,       29.0,         413.48853684556167,     55.22080698488755, 336.74841297313145
                0.1,           0.0,       29.0,          411.0155705382371,     43.07820262151459, 333.86955239435144
0.15000000000000002,           0.0,       29.0,          406.9747573341293,     30.92901658205543,  329.1181300079783
                0.2,           0.0,       29.0,         401.40861871524953,     18.85437201739599,  322.6113934883393
               0.25,           0.0,       29.0,          394.3236085147454,     6.936346664410976,  314.4439136123437
0.30000000000000004,           0.0,       29.0,          385.8704511612226,     -4.74680008397979,  304.8009687465858
0.35000000000000003,           0.0,       29.0,         376.14932119315154,    -16.12491942269241, 293.85047196897966
                0.4,           0.0,       29.0,         365.31832211407897,    -27.09160185134471, 281.73908992253087
               0.45,           0.0,       29.0,         353.52107518628225,   -37.549503043379055,  268.6188008589709
                0.5,           0.0,       29.0,         340.90120167203867,    -47.40127867223783,  254.6415830300312
               0.55,           0.0,       29.0,          327.6023228336256,   -56.549584411363455, 239.95941468744329
 0.6000000000000001,           0.0,       29.0,         313.76805993332056,    -64.89707593419831, 224.72427408293882
                0.0,           0.0,       29.5,         431.17500123542317,      68.8355995093409, 344.97585090335787
               0.05,           0.0,       29.5,          430.2800656187299,     56.68573752842733,  344.0769781482209
                0.1,           0.0,       29.5,          427.7062655015563,     44.43618132031279,  341.1438134182531
0.15000000000000002,           0.0,       29.5,          423.4992627083637,     32.17096077365822,  336.2982556323817
                0.2,           0.0,       29.5,          417.7047190636134,    19.974105777124628, 329.66220370953266
               0.25,           0.0,       29.5,          410.3311039537331,     7.929905043743625, 321.33412679671676
0.30000000000000004,           0.0,       29.5,         401.53565651728576,   -3.8783880109356126,  311.5062131286224
0.35000000000000003,           0.0,       29.5,         391.42502051155145,   -15.375161513291593,  300.3529210459376
                0.4,           0.0,       29.5,          380.1594514667942,   -26.453202124510362,  288.0259093777382
               0.45,           0.0,       29.5,          367.8858019700321,    -37.01319687207609, 274.68253683100215
                0.5,           0.0,       29.5,         354.75092460828296,   -46.955832783472914,   260.480162112707
               0.55,           0.0,       29.5,           340.901671968565,    -56.18179688618505, 245.57614392983058
 0.6000000000000001,           0.0,       29.5,          326.4848966378962,    -64.59177620769663,  230.1278409893508
                0.0,           0.0,       30.0,          447.9999999999994,     70.39999999999996, 352.29999999999995
               0.05,           0.0,       30.0,         447.07499999999993,    58.156250000000014, 351.38750000000016
                0.1,           0.0,       30.0,          444.4000000000002,     45.80000000000004,  348.3999999999991
0.15000000000000002,           0.0,       30.0,          440.0250000000003,     33.41875000000004,   343.462499999997
                0.2,           0.0,       30.0,         434.00000000000045,    21.099999999999998,  336.6999999999938
               0.25,           0.0,       30.0,          426.3374999999992,      8.93124999999989,  328.2124999999999
0.30000000000000004,           0.0,       30.0,          417.2000000000005,    -3.000000000000066,  318.1999999999976
0.35000000000000003,           0.0,       30.0,          406.7000000000011,   -14.612500000000082,   306.843749999996
                0.4,           0.0,       30.0,          395.0000000000021,   -25.800000000000086,  294.2999999999942
               0.45,           0.0,       30.0,         382.25000000000415,    -36.46250000000002,  280.7312499999927
                0.5,           0.0,       30.0,          368.6000000000072,   -46.499999999999886,  266.2999999999914
               0.55,           0.0,       30.0,         354.20000000001204,    -55.81249999999966, 251.16874999999047
 0.6000000000000001,           0.0,       30.0,           339.200000000019,    -64.29999999999933, 235.49999999999037
                0.0,           0.0,       30.5,         464.82499876457615,     71.99557842443912, 359.65880212802057
               0.05,           0.0,       30.5,          463.8813127154844,     59.65229624487898,  358.7116961790083
                0.1,           0.0,       30.5,         461.10331625357156,    47.182833271485514,  355.6716761028688
0.15000000000000002,           0.0,       30.5,          456.5513361513317,     34.68025097083021,  350.6572426107403
                0.2,           0.0,       30.5,          450.2856991812587,    22.237610809484483,  343.7868964137608
               0.25,           0.0,       30.5,         442.33326861352344,      9.95056699375567,   335.148071893578
0.30000000000000004,           0.0,       30.5,         432.85476172758666,    -2.095597228991957, 324.95246874980285
0.35000000000000003,           0.0,       30.5,          421.9641813991235,   -13.817025260471894,  313.3870550419319
                0.4,           0.0,       30.5,           409.828534109684,   -25.113782947143047, 300.61346007197204
               0.45,           0.0,       30.5,          396.6015754393497,    -35.88995552427799,  286.7996478313027
                0.5,           0.0,       30.5,          382.4370609682018,    -46.04962822714932, 272.11358231130265
               0.55,           0.0,       30.5,          367.4887462763219,    -55.49688629102964, 256.72322750335144
 0.6000000000000001,           0.0,       30.5,          351.9103869437911,    -64.13581495119153, 240.79654739882852
                0.0,           0.0,       31.0,         481.64886522590774,     73.59679766571445,  367.0077622822696
               0.05,           0.0,       31.0,         480.68837012644536,     61.15429260590509, 366.02281587783483
                0.1,           0.0,       31.0,          477.8070879645055,    48.571658171616136,  362.9303569524227
0.15000000000000002,           0.0,       31.0,          473.0766588222916,      35.9478697528006,  357.8410473024185
                0.2,           0.0,       31.0,         466.56872278200666,    23.381902739411398,  350.8655487242077
               0.25,           0.0,       31.0,         458.32618371209344,     10.97829168836891, 342.07672073180686
0.30000000000000004,           0.0,       31.0,          448.5068903360349,   -1.1806655112757385, 331.69863196870756
0.35000000000000003,           0.0,       31.0,          437.2257559647196,    -13.00856249980234, 319.92417204677014
                0.4,           0.0,       31.0,          424.6544907044067,    -24.41319013229709, 306.91973757492104
               0.45,           0.0,       31.0,         410.95060546251267,    -35.30378996014465,  292.8583484128202
                0.5,           0.0,       31.0,          396.2716111464538,    -45.58960353472963,  277.9130244201276
               0.55,           0.0,       31.0,          380.7750186636469,    -55.17987240743673, 262.25678545650294
 0.6000000000000001,           0.0,       31.0,          364.6183389215086,    -63.98383812965059, 246.06265138160626
                0.0,           0.0,       31.5,          498.4704670807498,     75.20253502038516,  374.3460565160116
               0.05,           0.0,       31.5,           497.494239701583,    62.661143865603485,  373.3214505635237
                0.1,           0.0,       31.5,         494.50951608340534,     49.96570280875984,  370.1765743359004
0.15000000000000002,           0.0,       31.5,         489.59981362583557,    37.221242450119064,  365.0135441564056
                0.2,           0.0,       31.5,          482.8486497284932,    24.532793389945844, 357.93447634830363
               0.25,           0.0,       31.5,          474.3159281008626,    12.014095571006024,  348.9965960995472
0.30000000000000004,           0.0,       31.5,          464.1560072129656,  -0.25594843393815436,  338.4366931393341
