# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Fuel Flow (lb/h)
       0.15,       20000.0,       26.0,                    431.954,          376.289
        0.2,       20000.0,       26.0,                     433.34,          372.021
       0.25,       20000.0,       26.0,                    437.203,          367.336
        0.3,       20000.0,       26.0,                    442.396,          361.952
       0.35,       20000.0,       26.0,                     447.77,          355.586
        0.4,       20000.0,       26.0,                    452.177,          347.956
       0.45,       20000.0,       26.0,                    453.966,          338.607
        0.5,       20000.0,       26.0,                    453.495,          327.775
       0.55,       20000.0,       26.0,                     450.62,          315.522
        0.6,       20000.0,       26.0,                    445.196,          301.911
        0.0,       20000.0,       28.0,                    551.161,          428.355
       0.05,       20000.0,       28.0,                    535.573,          421.758
        0.1,       20000.0,       28.0,                    527.142,          416.341
       0.15,       20000.0,       28.0,                     524.48,           411.68
        0.2,       20000.0,       28.0,                    526.197,          407.348
       0.25,       20000.0,       28.0,                    530.905,          402.923
        0.3,       20000.0,       28.0,                    537.214,           397.98
       0.35,       20000.0,       28.0,                    543.735,          392.094
        0.4,       20000.0,       28.0,                    549.079,          384.841
       0.45,       20000.0,       28.0,                    551.248,          375.546
        0.5,       20000.0,       28.0,                    550.677,          364.537
       0.55,       20000.0,       28.0,                    547.191,          351.891
        0.6,       20000.0,       28.0,                    540.613,          337.688
        0.0,       20000.0,       30.0,                      647.5,            468.4
       0.05,       20000.0,       30.0,                    629.606,          459.894
        0.1,       20000.0,       30.0,                      620.0,            453.3
       0.15,       20000.0,       30.0,                    617.069,          448.056
        0.2,       20000.0,       30.0,                      619.2,            443.6
       0.25,       20000.0,       30.0,                    624.781,          439.369
        0.3,       20000.0,       30.0,                      632.2,            434.8
       0.35,       20000.0,       30.0,                    639.844,          429.331
        0.4,       20000.0,       30.0,                      646.1,            422.4
       0.45,       20000.0,       30.0,                    648.656,          413.112
        0.5,       20000.0,       30.0,                      648.0,            401.9
       0.55,       20000.0,       30.0,                    643.919,          388.862
        0.6,       20000.0,       30.0,                      636.2,            374.1
        0.0,       20000.0,       32.0,                    745.387,          505.599
       0.05,       20000.0,       32.0,                    724.542,          496.624
        0.1,       20000.0,       32.0,                    713.308,          489.847
       0.15,       20000.0,       32.0,                    709.818,          484.644
        0.2,       20000.0,       32.0,                    712.203,           480.39
       0.25,       20000.0,       32.0,                    718.594,          476.461
        0.3,       20000.0,       32.0,                    727.124,          472.232
       0.35,       20000.0,       32.0,                    735.925,           467.08
        0.4,       20000.0,       32.0,                    743.128,           460.38
       0.45,       20000.0,       32.0,                    746.044,           451.15
        0.5,       20000.0,       32.0,                    745.267,          439.838
       0.55,       20000.0,       32.0,                     740.57,          426.533
        0.6,       20000.0,       32.0,                    731.725,          411.326
        0.0,       20000.0,       34.0,                    842.382,          545.689
       0.05,       20000.0,       34.0,                    818.877,           535.14
        0.1,       20000.0,       34.0,                     806.22,          527.418
       0.15,       20000.0,       34.0,                    802.302,          521.783
        0.2,       20000.0,       34.0,                    805.014,          517.496
       0.25,       20000.0,       34.0,                    812.245,          513.816
        0.3,       20000.0,       34.0,                    821.886,          510.002
       0.35,       20000.0,       34.0,                    831.829,          505.314
        0.4,       20000.0,       34.0,                    839.962,          499.013
       0.45,       20000.0,       34.0,                    843.247,          489.954
        0.5,       20000.0,       34.0,                    842.363,          478.607
       0.55,       20000.0,       34.0,                     837.06,          465.038
        0.6,       20000.0,       34.0,                    827.087,          449.313
        0.0,       20000.0,       36.0,                    938.267,          589.458
       0.05,       20000.0,       36.0,                    912.503,          575.834
        0.1,       20000.0,       36.0,                    898.702,          566.155
       0.15,       20000.0,       36.0,                    894.535,          559.484
        0.2,       20000.0,       36.0,                     897.67,          554.883
       0.25,       20000.0,       36.0,                    905.778,          551.417
        0.3,       20000.0,       36.0,                    916.528,          548.148
       0.35,       20000.0,       36.0,                    927.589,          544.139
        0.4,       20000.0,       36.0,                    936.631,          538.455
       0.45,       20000.0,       36.0,                    940.303,          529.672
        0.5,       20000.0,       36.0,                    939.336,          518.312
       0.55,       20000.0,       36.0,                    933.441,          504.411
        0.6,       20000.0,       36.0,                    922.327,          488.004
        0.0,       20000.0,       38.0,                    1037.43,          627.355
       0.05,       20000.0,       38.0,                    1008.31,          613.383
        0.1,       20000.0,       38.0,                    992.581,          603.726
       0.15,       20000.0,       38.0,                    987.651,          597.362
        0.2,       20000.0,       38.0,                    990.916,          593.263
       0.25,       20000.0,       38.0,                    999.771,          590.406
        0.3,       20000.0,       38.0,                    1011.61,          587.765
       0.35,       20000.0,       38.0,                    1023.84,          584.316
        0.4,       20000.0,       38.0,                    1033.86,          579.032
       0.45,       20000.0,       38.0,                     1037.9,          570.375
        0.5,       20000.0,       38.0,                    1036.82,          558.862
       0.55,       20000.0,       38.0,                    1030.29,          544.496
        0.6,       20000.0,       38.0,                    1018.02,          527.279
        0.0,       20000.0,       40.0,                     1135.9,            669.7
       0.05,       20000.0,       40.0,                    1103.49,          654.094
        0.1,       20000.0,       40.0,                     1085.9,            643.5
       0.15,       20000.0,       40.0,                    1080.26,          636.756
        0.2,       20000.0,       40.0,                     1083.7,            632.7
       0.25,       20000.0,       40.0,                    1093.34,          630.169
        0.3,       20000.0,       40.0,                     1106.3,            628.0
       0.35,       20000.0,       40.0,                    1119.71,          625.031
        0.4,       20000.0,       40.0,                     1130.7,            620.1
       0.45,       20000.0,       40.0,                    1135.11,          611.456
        0.5,       20000.0,       40.0,                     1133.9,            599.7
       0.55,       20000.0,       40.0,                    1126.74,          584.844
        0.6,       20000.0,       40.0,                     1113.3,            566.9
        0.0,       20000.0,       42.0,                    1232.69,          710.136
       0.05,       20000.0,       42.0,                    1197.71,          693.827
        0.1,       20000.0,       42.0,                    1178.76,          682.935
       0.15,       20000.0,       42.0,                    1172.72,          676.208
        0.2,       20000.0,       42.0,                    1176.48,          672.395
       0.25,       20000.0,       42.0,                    1186.94,          670.243
        0.3,       20000.0,       42.0,                    1200.99,            668.5
       0.35,       20000.0,       42.0,                    1215.53,          665.915
        0.4,       20000.0,       42.0,                    1227.45,          661.236
       0.45,       20000.0,       42.0,                    1232.27,          652.576
        0.5,       20000.0,       42.0,                    1230.99,          640.587
       0.55,       20000.0,       42.0,                    1223.23,          625.286
        0.6,       20000.0,       42.0,                    1208.61,          606.692
        0.0,       20000.0,       44.0,                    1330.63,          753.564
       0.05,       20000.0,       44.0,                     1292.7,          735.557
        0.1,       20000.0,       44.0,                    1272.13,          723.646
       0.15,       20000.0,       44.0,                    1265.55,          716.449
        0.2,       20000.0,       44.0,                    1269.58,          712.585
       0.25,       20000.0,       44.0,                    1280.88,          710.673
        0.3,       20000.0,       44.0,                    1296.06,          709.331
       0.35,       20000.0,       44.0,                    1311.78,          707.178
        0.4,       20000.0,       44.0,                    1324.65,          702.833
       0.45,       20000.0,       44.0,                    1329.83,          694.187
        0.5,       20000.0,       44.0,                    1328.43,          682.043
       0.55,       20000.0,       44.0,                    1320.06,          666.477
        0.6,       20000.0,       44.0,                    1304.33,          647.564
        0.0,       20000.0,       46.0,                    1426.45,          795.168
       0.05,       20000.0,       46.0,                    1386.28,          776.486
        0.1,       20000.0,       46.0,                    1364.58,          764.222
       0.15,       20000.0,       46.0,                    1357.75,          756.935
        0.2,       20000.0,       46.0,                    1362.22,          753.184
       0.25,       20000.0,       46.0,                    1374.39,          751.526
        0.3,       20000.0,       46.0,                    1390.68,          750.521
       0.35,       20000.0,       46.0,                    1407.51,          748.727
        0.4,       20000.0,       46.0,                    1421.29,          744.703
       0.45,       20000.0,       46.0,                    1426.86,          736.315
        0.5,       20000.0,       46.0,                    1425.37,          724.197
       0.55,       20000.0,       46.0,                    1416.39,          708.292
        0.6,       20000.0,       46.0,                    1399.47,          688.543
        0.0,       20000.0,       48.0,                    1524.63,           843.66
       0.05,       20000.0,       48.0,                    1481.44,          821.483
        0.1,       20000.0,       48.0,                    1458.05,          806.955
       0.15,       20000.0,       48.0,                    1450.62,          798.419
        0.2,       20000.0,       48.0,                    1455.32,          794.215
       0.25,       20000.0,       48.0,                    1468.29,          792.685
        0.3,       20000.0,       48.0,                     1485.7,           792.17
       0.35,       20000.0,       48.0,                     1503.7,          791.013
        0.4,       20000.0,       48.0,                    1518.45,          787.553
       0.45,       20000.0,       48.0,                     1524.4,          779.338
        0.5,       20000.0,       48.0,                    1522.81,          767.095
       0.55,       20000.0,       48.0,                    1513.19,          750.761
        0.6,       20000.0,       48.0,                     1495.1,          730.268
        0.0,       20000.0,       50.0,                     1621.4,            887.0
       0.05,       20000.0,       50.0,                    1575.65,          863.306
        0.1,       20000.0,       50.0,                     1550.9,            848.0
       0.15,       20000.0,       50.0,                    1543.08,          839.269
        0.2,       20000.0,       50.0,                     1548.1,            835.3
       0.25,       20000.0,       50.0,                     1561.9,          834.281
        0.3,       20000.0,       50.0,                     1580.4,            834.4
       0.35,       20000.0,       50.0,                    1599.53,          833.844
        0.4,       20000.0,       50.0,                     1615.2,            830.8
       0.45,       20000.0,       50.0,                    1621.57,          822.544
        0.5,       20000.0,       50.0,                     1619.9,            810.0
       0.55,       20000.0,       50.0,                    1609.68,          793.181
        0.6,       20000.0,       50.0,                     1590.4,            772.1
        0.0,       23000.0,       20.0,                      150.2,            342.1
       0.05,       23000.0,       20.0,                    152.056,          341.856
        0.1,       23000.0,       20.0,                      153.8,            339.3
       0.15,       23000.0,       20.0,                    155.469,          334.644
        0.2,       23000.0,       20.0,                      157.1,            328.1
       0.25,       23000.0,       20.0,                    158.731,          319.881
        0.3,       23000.0,       20.0,                      160.4,            310.2
       0.35,       23000.0,       20.0,                    162.144,          299.269
        0.4,       23000.0,       20.0,                      164.0,            287.3
       0.45,       23000.0,       20.0,                    166.238,           274.55
        0.5,       23000.0,       20.0,                      168.2,            261.1
       0.55,       23000.0,       20.0,                    169.463,          247.075
        0.6,       23000.0,       20.0,                      169.6,            232.6
        0.0,       23000.0,       22.0,                    240.861,          351.257
       0.05,       23000.0,       22.0,                    243.682,          351.114
        0.1,       23000.0,       22.0,                    246.371,          349.037
       0.15,       23000.0,       22.0,                    248.981,          345.193
        0.2,       23000.0,       22.0,                    251.563,           339.75
       0.25,       23000.0,       22.0,                    254.168,          332.876
        0.3,       23000.0,       22.0,                    256.848,          324.736
       0.35,       23000.0,       22.0,                    259.653,          315.498
        0.4,       23000.0,       22.0,                    262.635,           305.33
       0.45,       23000.0,       22.0,                    266.203,           294.48
        0.5,       23000.0,       22.0,                    269.338,          282.871
       0.55,       23000.0,       22.0,                    271.376,           270.51
        0.6,       23000.0,       22.0,                    271.657,            257.4
        0.0,       23000.0,       24.0,                     330.26,          370.678
       0.05,       23000.0,       24.0,                    334.466,          371.234
        0.1,       23000.0,       24.0,                    338.386,          369.926
       0.15,       23000.0,       24.0,                    342.108,          366.921
        0.2,       23000.0,       24.0,                    345.722,          362.384
       0.25,       23000.0,       24.0,                    349.317,          356.478
        0.3,       23000.0,       24.0,                    352.984,          349.371
       0.35,       23000.0,       24.0,                    356.811,          341.226
        0.4,       23000.0,       24.0,                    360.888,          332.209
       0.45,       23000.0,       24.0,                    365.813,          322.635
        0.5,       23000.0,       24.0,                    370.149,          312.218
       0.55,       23000.0,       24.0,                    372.966,          300.822
        0.6,       23000.0,       24.0,                    373.335,          288.311
        0.0,       23000.0,       26.0,                     419.24,          397.591
       0.05,       23000.0,       26.0,                    424.971,          399.017
        0.1,       23000.0,       26.0,                    430.214,          398.508
       0.15,       23000.0,       26.0,                    435.105,          396.245
        0.2,       23000.0,       26.0,                    439.778,          392.412
       0.25,       23000.0,       26.0,                     444.37,          387.188
        0.3,       23000.0,       26.0,                    449.016,          380.758
       0.35,       23000.0,       26.0,                    453.852,          373.302
        0.4,       23000.0,       26.0,                    459.012,          365.002
       0.45,       23000.0,       26.0,                    465.305,          356.271
        0.5,       23000.0,       26.0,                    470.851,          346.599
       0.55,       23000.0,       26.0,                    474.443,          335.706
        0.6,       23000.0,       26.0,                    474.873,          323.312
        0.0,       23000.0,       28.0,                    508.999,          429.156
       0.05,       23000.0,       28.0,                    515.998,          430.924
        0.1,       23000.0,       28.0,                     522.39,          430.795
       0.15,       23000.0,       28.0,                    528.342,          428.948
        0.2,       23000.0,       28.0,                    534.021,          425.561
       0.25,       23000.0,       28.0,                    539.596,          420.813
        0.3,       23000.0,       28.0,                    545.233,          414.883
       0.35,       23000.0,       28.0,                      551.1,          407.948
        0.4,       23000.0,       28.0,                    557.364,          400.189
       0.45,       23000.0,       28.0,                    565.013,          392.071
        0.5,       23000.0,       28.0,                    571.752,          382.909
       0.55,       23000.0,       28.0,                    576.108,          372.305
        0.6,       23000.0,       28.0,                    576.606,          359.863
        0.0,       23000.0,       30.0,                      599.3,            462.8
       0.05,       23000.0,       30.0,                    607.381,          464.775
        0.1,       23000.0,       30.0,                      614.8,            464.9
       0.15,       23000.0,       30.0,                    621.744,           463.35
        0.2,       23000.0,       30.0,                      628.4,            460.3
       0.25,       23000.0,       30.0,                    634.956,          455.925
        0.3,       23000.0,       30.0,                      641.6,            450.4
       0.35,       23000.0,       30.0,                    648.519,            443.9
        0.4,       23000.0,       30.0,                      655.9,            436.6
       0.45,       23000.0,       30.0,                    664.887,          429.013
        0.5,       23000.0,       30.0,                      672.8,            420.3
       0.55,       23000.0,       30.0,                    677.913,          409.963
        0.6,       23000.0,       30.0,                      678.5,            397.5
        0.0,       23000.0,       32.0,                    688.767,          494.468
       0.05,       23000.0,       32.0,                    698.246,          497.905
        0.1,       23000.0,       32.0,                    706.917,          499.126
       0.15,       23000.0,       32.0,                    715.002,          498.376
        0.2,       23000.0,       32.0,                    722.724,          495.903
       0.25,       23000.0,       32.0,                    730.304,          491.952
        0.3,       23000.0,       32.0,                    737.967,          486.771
       0.35,       23000.0,       32.0,                    745.935,          480.604
        0.4,       23000.0,       32.0,                     754.43,          473.698
       0.45,       23000.0,       32.0,                    764.785,          466.738
        0.5,       23000.0,       32.0,                    773.894,          458.657
       0.55,       23000.0,       32.0,                    779.761,          448.827
        0.6,       23000.0,       32.0,                    780.388,          436.619
        0.0,       23000.0,       34.0,                    780.934,          530.156
       0.05,       23000.0,       34.0,                     790.52,          533.546
        0.1,       23000.0,       34.0,                    799.593,          534.845
       0.15,       23000.0,       34.0,                    808.321,          534.285
        0.2,       23000.0,       34.0,                    816.876,          532.099
       0.25,       23000.0,       34.0,                    825.427,          528.522
        0.3,       23000.0,       34.0,                    834.146,          523.787
       0.35,       23000.0,       34.0,                    843.203,          518.126
        0.4,       23000.0,       34.0,                    852.768,          511.773
       0.45,       23000.0,       34.0,                    864.099,          505.427
        0.5,       23000.0,       34.0,                    874.103,          497.926
       0.55,       23000.0,       34.0,                    880.776,          488.576
        0.6,       23000.0,       34.0,                    882.111,           476.68
        0.0,       23000.0,       36.0,                    875.279,          570.318
       0.05,       23000.0,       36.0,                    883.965,          571.861
        0.1,       23000.0,       36.0,                    892.764,           572.04
       0.15,       23000.0,       36.0,                    901.729,           570.97
        0.2,       23000.0,       36.0,                    910.913,          568.764
       0.25,       23000.0,       36.0,                    920.373,          565.538
        0.3,       23000.0,       36.0,                     930.16,          561.405
       0.35,       23000.0,       36.0,                     940.33,          556.479
        0.4,       23000.0,       36.0,                    950.937,          550.875
       0.45,       23000.0,       36.0,                    962.978,          545.121
        0.5,       23000.0,       36.0,                    973.675,          538.089
       0.55,       23000.0,       36.0,                    981.193,          529.069
        0.6,       23000.0,       36.0,                    983.696,          517.348
        0.0,       23000.0,       38.0,                    960.805,          603.507
       0.05,       23000.0,       38.0,                    972.867,          606.692
        0.1,       23000.0,       38.0,                    984.177,          608.174
       0.15,       23000.0,       38.0,                    994.975,          608.127
        0.2,       23000.0,       38.0,                     1005.5,          606.724
       0.25,       23000.0,       38.0,                    1015.99,          604.136
        0.3,       23000.0,       38.0,                    1026.68,          600.538
       0.35,       23000.0,       38.0,                    1037.81,          596.103
        0.4,       23000.0,       38.0,                    1049.62,          591.002
       0.45,       23000.0,       38.0,                    1063.76,          585.962
        0.5,       23000.0,       38.0,                    1076.23,          579.497
       0.55,       23000.0,       38.0,                    1084.43,          570.671
        0.6,       23000.0,       38.0,                    1085.76,          558.551
        0.0,       23000.0,       40.0,                     1049.3,            640.8
       0.05,       23000.0,       40.0,                    1063.11,            644.4
        0.1,       23000.0,       40.0,                     1075.9,            646.3
       0.15,       23000.0,       40.0,                    1087.96,          646.675
        0.2,       23000.0,       40.0,                     1099.6,            645.7
       0.25,       23000.0,       40.0,                    1111.11,           643.55
        0.3,       23000.0,       40.0,                     1122.8,            640.4
       0.35,       23000.0,       40.0,                    1134.96,          636.425
        0.4,       23000.0,       40.0,                     1147.9,            631.8
       0.45,       23000.0,       40.0,                    1163.54,          627.325
        0.5,       23000.0,       40.0,                     1177.3,            621.3
       0.55,       23000.0,       40.0,                    1186.24,           612.65
        0.6,       23000.0,       40.0,                     1187.4,            600.3
        0.0,       23000.0,       42.0,                    1139.46,           678.57
       0.05,       23000.0,       42.0,                    1154.37,          682.658
        0.1,       23000.0,       42.0,                    1168.17,          685.019
       0.15,       23000.0,       42.0,                    1181.21,          685.833
        0.2,       23000.0,       42.0,                     1193.8,          685.281
       0.25,       23000.0,       42.0,                    1206.27,          683.544
        0.3,       23000.0,       42.0,                    1218.94,          680.802
       0.35,       23000.0,       42.0,                    1232.13,          677.236
        0.4,       23000.0,       42.0,                    1246.18,          673.026
       0.45,       23000.0,       42.0,                    1263.16,          668.999
        0.5,       23000.0,       42.0,                    1278.11,          663.398
       0.55,       23000.0,       42.0,                    1287.81,          655.112
        0.6,       23000.0,       42.0,                    1289.05,          643.031
        0.0,       23000.0,       44.0,                    1228.25,          713.657
       0.05,       23000.0,       44.0,                    1244.93,          719.635
        0.1,       23000.0,       44.0,                    1260.23,          723.378
       0.15,       23000.0,       44.0,                    1274.55,          725.164
        0.2,       23000.0,       44.0,                    1288.26,          725.272
       0.25,       23000.0,       44.0,                    1301.76,          723.979
        0.3,       23000.0,       44.0,                    1315.41,          721.563
       0.35,       23000.0,       44.0,                     1329.6,          718.303
        0.4,       23000.0,       44.0,                    1344.72,          714.476
       0.45,       23000.0,       44.0,                    1363.09,          711.155
        0.5,       23000.0,       44.0,                    1379.27,          706.235
       0.55,       23000.0,       44.0,                    1389.76,          698.408
        0.6,       23000.0,       44.0,                    1391.05,          686.363
        0.0,       23000.0,       46.0,                    1318.23,          753.665
       0.05,       23000.0,       46.0,                    1335.98,          759.596
        0.1,       23000.0,       46.0,                    1352.29,          763.363
       0.15,       23000.0,       46.0,                    1367.59,           765.25
        0.2,       23000.0,       46.0,                    1382.27,          765.539
       0.25,       23000.0,       46.0,                    1396.74,          764.515
        0.3,       23000.0,       46.0,                    1411.39,          762.463
       0.35,       23000.0,       46.0,                    1426.64,          759.665
        0.4,       23000.0,       46.0,                    1442.87,          756.406
       0.45,       23000.0,       46.0,                    1462.58,          753.881
        0.5,       23000.0,       46.0,                    1479.93,           749.64
       0.55,       23000.0,       46.0,                    1491.16,          742.142
        0.6,       23000.0,       46.0,                    1492.54,          729.848
        0.0,       23000.0,       48.0,                    1408.79,          795.745
       0.05,       23000.0,       48.0,                    1427.58,          800.919
        0.1,       23000.0,       48.0,                    1444.89,            804.3
       0.15,       23000.0,       48.0,                    1461.15,          806.112
        0.2,       23000.0,       48.0,                    1476.78,          806.581
       0.25,       23000.0,       48.0,                    1492.21,          805.931
        0.3,       23000.0,       48.0,                    1507.86,          804.386
       0.35,       23000.0,       48.0,                    1524.15,          802.172
        0.4,       23000.0,       48.0,                    1541.51,          799.514
       0.45,       23000.0,       48.0,                    1562.55,          797.554
        0.5,       23000.0,       48.0,                    1581.09,          793.761
       0.55,       23000.0,       48.0,                    1593.11,          786.521
        0.6,       23000.0,       48.0,                    1594.63,          774.221
        0.0,       23000.0,       50.0,                     1498.4,            835.2
       0.05,       23000.0,       50.0,                    1518.44,          840.769
        0.1,       23000.0,       50.0,                     1536.9,            844.6
       0.15,       23000.0,       50.0,                    1554.24,          846.906
        0.2,       23000.0,       50.0,                     1570.9,            847.9
       0.25,       23000.0,       50.0,                    1587.34,          847.794
        0.3,       23000.0,       50.0,                     1604.0,            846.8
       0.35,       23000.0,       50.0,                    1621.34,          845.131
        0.4,       23000.0,       50.0,                     1639.8,            843.0
       0.45,       23000.0,       50.0,                    1662.19,          841.569
        0.5,       23000.0,       50.0,                     1681.9,            838.2
       0.55,       23000.0,       50.0,                    1694.69,          831.206
        0.6,       23000.0,       50.0,                     1696.3,            818.9
        0.0,       25000.0,       20.0,                      151.6,            398.9
       0.05,       25000.0,       20.0,                    153.325,          398.087
        0.1,       25000.0,       20.0,                      155.0,            394.4
       0.15,       25000.0,       20.0,                     156.65,          388.112
        0.2,       25000.0,       20.0,                      158.3,            379.5
       0.25,       25000.0,       20.0,                    159.975,          368.838
        0.3,       25000.0,       20.0,                      161.7,            356.4
       0.35,       25000.0,       20.0,                      163.5,          342.463
        0.4,       25000.0,       20.0,                      165.4,            327.3
       0.45,       25000.0,       20.0,                    167.438,          311.188
        0.5,       25000.0,       20.0,                      169.6,            294.4
       0.55,       25000.0,       20.0,                    171.888,          277.213
        0.6,       25000.0,       20.0,                      174.3,            259.9
        0.0,       25000.0,       22.0,                    241.951,          385.858
       0.05,       25000.0,       22.0,                    245.144,           385.52
        0.1,       25000.0,       22.0,                    248.095,          382.883
       0.15,       25000.0,       22.0,                    250.877,          378.156
        0.2,       25000.0,       22.0,                    253.562,          371.549
       0.25,       25000.0,       22.0,                    256.222,          363.271
        0.3,       25000.0,       22.0,                    258.929,          353.535
       0.35,       25000.0,       22.0,                    261.755,          342.548
        0.4,       25000.0,       22.0,                    264.771,          330.521
       0.45,       25000.0,       22.0,                    268.122,          317.654
        0.5,       25000.0,       22.0,                    271.663,          304.186
       0.55,       25000.0,       22.0,                     275.32,          290.347
        0.6,       25000.0,       22.0,                    279.022,          276.365
        0.0,       25000.0,       24.0,                    332.736,          394.756
       0.05,       25000.0,       24.0,                    337.023,          394.921
        0.1,       25000.0,       24.0,                    341.012,          393.065
       0.15,       25000.0,       24.0,                    344.796,           389.37
        0.2,       25000.0,       24.0,                    348.467,          384.016
       0.25,       25000.0,       24.0,                    352.119,          377.186
        0.3,       25000.0,       24.0,                    355.845,          369.058
       0.35,       25000.0,       24.0,                    359.736,          359.816
        0.4,       25000.0,       24.0,                    363.885,          349.639
       0.45,       25000.0,       24.0,                    368.477,          338.705
        0.5,       25000.0,       24.0,                    373.331,          327.205
       0.55,       25000.0,       24.0,                    378.359,          315.323
        0.6,       25000.0,       24.0,                    383.471,          303.245
        0.0,       25000.0,       26.0,                    423.545,          418.016
       0.05,       25000.0,       26.0,                    428.843,          418.701
        0.1,       25000.0,       26.0,                    433.821,          417.456
       0.15,       25000.0,       26.0,                    438.585,          414.454
        0.2,       25000.0,       26.0,                    443.241,           409.87
       0.25,       25000.0,       26.0,                    447.896,          403.879
        0.3,       25000.0,       26.0,                    452.655,          396.655
       0.35,       25000.0,       26.0,                    457.626,          388.373
        0.4,       25000.0,       26.0,                    462.915,          379.206
       0.45,       25000.0,       26.0,                    468.723,          369.344
        0.5,       25000.0,       26.0,                    474.869,           358.92
       0.55,       25000.0,       26.0,                    481.266,          348.084
        0.6,       25000.0,       26.0,                    487.829,          336.984
        0.0,       25000.0,       28.0,                     513.62,          446.566
       0.05,       25000.0,       28.0,                    520.325,          447.743
        0.1,       25000.0,       28.0,                    526.559,          447.035
       0.15,       25000.0,       28.0,                    532.466,          444.609
        0.2,       25000.0,       28.0,                    538.189,          440.637
       0.25,       25000.0,       28.0,                     543.87,          435.288
        0.3,       25000.0,       28.0,                    549.652,          428.733
       0.35,       25000.0,       28.0,                    555.678,           421.14
        0.4,       25000.0,       28.0,                     562.09,          412.682
       0.45,       25000.0,       28.0,                    569.164,          403.552
        0.5,       25000.0,       28.0,                    576.645,          393.844
       0.55,       25000.0,       28.0,                    584.412,          383.678
        0.6,       25000.0,       28.0,                    592.343,          373.171
        0.0,       25000.0,       30.0,                      603.6,            477.3
       0.05,       25000.0,       30.0,                    611.831,           479.05
        0.1,       25000.0,       30.0,                      619.4,            478.9
       0.15,       25000.0,       30.0,                    626.494,          477.025
        0.2,       25000.0,       30.0,                      633.3,            473.6
       0.25,       25000.0,       30.0,                    640.006,            468.8
        0.3,       25000.0,       30.0,                      646.8,            462.8
       0.35,       25000.0,       30.0,                    653.869,          455.775
        0.4,       25000.0,       30.0,                      661.4,            447.9
       0.45,       25000.0,       30.0,                    669.763,          439.387
        0.5,       25000.0,       30.0,                      678.6,            430.3
       0.55,       25000.0,       30.0,                    687.738,          420.737
        0.6,       25000.0,       30.0,                      697.0,            410.8
        0.0,       25000.0,       32.0,                    695.182,          508.442
       0.05,       25000.0,       32.0,                    704.287,          511.256
        0.1,       25000.0,       32.0,                    712.738,          511.936
       0.15,       25000.0,       32.0,                    720.732,          510.708
        0.2,       25000.0,       32.0,                    728.466,          507.799
       0.25,       25000.0,       32.0,                    736.139,          503.435
        0.3,       25000.0,       32.0,                    743.948,          497.842
       0.35,       25000.0,       32.0,                    752.091,          491.246
        0.4,       25000.0,       32.0,                    760.765,          483.874
       0.45,       25000.0,       32.0,                    770.358,          476.014
        0.5,       25000.0,       32.0,                      780.5,          467.705
       0.55,       25000.0,       32.0,                    791.013,          459.049
        0.6,       25000.0,       32.0,                    801.719,          450.149
        0.0,       25000.0,       34.0,                    786.511,          542.501
       0.05,       25000.0,       34.0,                    796.496,           545.54
        0.1,       25000.0,       34.0,                     805.84,          546.486
       0.15,       25000.0,       34.0,                    814.747,          545.569
        0.2,       25000.0,       34.0,                    823.425,          543.022
       0.25,       25000.0,       34.0,                    832.078,          539.077
        0.3,       25000.0,       34.0,                    840.912,          533.966
       0.35,       25000.0,       34.0,                    850.134,          527.922
        0.4,       25000.0,       34.0,                    859.949,          521.176
       0.45,       25000.0,       34.0,                    870.752,          514.034
        0.5,       25000.0,       34.0,                     882.18,          506.509
       0.55,       25000.0,       34.0,                    894.059,          498.685
        0.6,       25000.0,       34.0,                    906.216,          490.649
        0.0,       25000.0,       36.0,                    877.181,          579.325
       0.05,       25000.0,       36.0,                    888.226,           581.63
        0.1,       25000.0,       36.0,                    898.593,          582.235
       0.15,       25000.0,       36.0,                    908.502,          581.314
        0.2,       25000.0,       36.0,                    918.177,           579.04
       0.25,       25000.0,       36.0,                    927.838,          575.585
        0.3,       25000.0,       36.0,                    937.707,          571.123
       0.35,       25000.0,       36.0,                    948.005,          565.827
        0.4,       25000.0,       36.0,                    958.955,           559.87
       0.45,       25000.0,       36.0,                    970.979,           553.49
        0.5,       25000.0,       36.0,                    983.696,          546.666
       0.55,       25000.0,       36.0,                    996.925,          539.443
        0.6,       25000.0,       36.0,                    1010.49,          531.866
        0.0,       25000.0,       38.0,                     969.53,          613.149
       0.05,       25000.0,       38.0,                    981.199,           616.51
        0.1,       25000.0,       38.0,                    992.265,          618.067
       0.15,       25000.0,       38.0,                    1002.95,          618.003
        0.2,       25000.0,       38.0,                    1013.48,          616.501
       0.25,       25000.0,       38.0,                    1024.07,          613.743
        0.3,       25000.0,       38.0,                    1034.96,          609.913
       0.35,       25000.0,       38.0,                    1046.35,          605.193
        0.4,       25000.0,       38.0,                    1058.48,          599.767
       0.45,       25000.0,       38.0,                     1071.8,          593.885
        0.5,       25000.0,       38.0,                    1085.85,          587.525
