# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Fuel Flow (lb/h)
       0.35,        3000.0,       30.0,                    369.434,          292.295
        0.4,        3000.0,       30.0,                      358.8,            280.2
       0.45,        3000.0,       30.0,                    347.211,          267.037
        0.5,        3000.0,       30.0,                      334.8,            252.9
       0.55,        3000.0,       30.0,                    321.702,          237.886
        0.6,        3000.0,       30.0,                     308.05,          222.089
        0.0,        3000.0,       32.0,                    468.161,           363.58
       0.05,        3000.0,       32.0,                    467.238,          362.551
        0.1,        3000.0,       32.0,                    464.425,          359.441
       0.15,        3000.0,       32.0,                    459.804,          354.363
        0.2,        3000.0,       32.0,                    453.454,          347.431
       0.25,        3000.0,       32.0,                    445.457,          338.758
        0.3,        3000.0,       32.0,                    435.877,          328.442
       0.35,        3000.0,       32.0,                    424.905,          316.711
        0.4,        3000.0,       32.0,                    412.691,          303.732
       0.45,        3000.0,       32.0,                    399.387,          289.665
        0.5,        3000.0,       32.0,                    385.147,          274.674
       0.55,        3000.0,       32.0,                    370.123,           258.92
        0.6,        3000.0,       32.0,                    354.467,          242.565
        0.0,        3000.0,       34.0,                    529.181,          390.953
       0.05,        3000.0,       34.0,                    528.109,          389.854
        0.1,        3000.0,       34.0,                    524.917,          386.542
       0.15,        3000.0,       34.0,                    519.692,          381.133
        0.2,        3000.0,       34.0,                    512.523,          373.745
       0.25,        3000.0,       34.0,                      503.5,          364.496
        0.3,        3000.0,       34.0,                    492.695,          353.485
       0.35,        3000.0,       34.0,                    480.293,          340.947
        0.4,        3000.0,       34.0,                    466.472,          327.089
       0.45,        3000.0,       34.0,                    451.437,          312.134
        0.5,        3000.0,       34.0,                    435.384,          296.302
       0.55,        3000.0,       34.0,                    418.512,          279.812
        0.6,        3000.0,       34.0,                    401.017,          262.882
        0.0,        3000.0,       36.0,                    590.053,          418.198
       0.05,        3000.0,       36.0,                    588.871,          416.995
        0.1,        3000.0,       36.0,                    585.312,          413.477
       0.15,        3000.0,       36.0,                    579.482,          407.754
        0.2,        3000.0,       36.0,                     571.49,          399.931
       0.25,        3000.0,       36.0,                    561.444,          390.117
        0.3,        3000.0,       36.0,                    549.444,          378.389
       0.35,        3000.0,       36.0,                    535.615,          365.063
        0.4,        3000.0,       36.0,                    520.163,          350.362
       0.45,        3000.0,       36.0,                    503.367,           334.51
        0.5,        3000.0,       36.0,                    485.487,          317.729
       0.55,        3000.0,       36.0,                    466.783,          300.242
        0.6,        3000.0,       36.0,                    447.515,          282.273
        0.0,        3000.0,       38.0,                    651.293,          445.325
       0.05,        3000.0,       38.0,                    650.003,          444.142
        0.1,        3000.0,       38.0,                    646.072,          440.459
       0.15,        3000.0,       38.0,                    639.625,          434.413
        0.2,        3000.0,       38.0,                    630.789,           426.14
       0.25,        3000.0,       38.0,                     619.69,          415.778
        0.3,        3000.0,       38.0,                    606.447,           403.44
       0.35,        3000.0,       38.0,                    591.211,          389.423
        0.4,        3000.0,       38.0,                     574.19,          373.922
       0.45,        3000.0,       38.0,                    555.637,          357.109
        0.5,        3000.0,       38.0,                    535.796,          339.162
       0.55,        3000.0,       38.0,                    514.909,          320.257
        0.6,        3000.0,       38.0,                    493.221,          300.572
        0.0,        3000.0,       40.0,                      712.3,            472.5
       0.05,        3000.0,       40.0,                    710.902,          471.139
        0.1,        3000.0,       40.0,                      706.6,            467.2
       0.15,        3000.0,       40.0,                    699.536,          460.811
        0.2,        3000.0,       40.0,                    689.855,          452.102
       0.25,        3000.0,       40.0,                      677.7,            441.2
        0.3,        3000.0,       40.0,                     663.21,          428.209
       0.35,        3000.0,       40.0,                    646.531,          413.435
        0.4,        3000.0,       40.0,                      627.9,            397.1
       0.45,        3000.0,       40.0,                    607.626,          379.416
        0.5,        3000.0,       40.0,                      586.0,            360.6
       0.55,        3000.0,       40.0,                    563.313,          340.866
        0.6,        3000.0,       40.0,                    539.857,          320.431
        0.0,        3000.0,       42.0,                    773.209,          499.609
       0.05,        3000.0,       42.0,                    771.753,          498.285
        0.1,        3000.0,       42.0,                    767.116,          494.156
       0.15,        3000.0,       42.0,                     759.46,           487.39
        0.2,        3000.0,       42.0,                    748.946,          478.157
       0.25,        3000.0,       42.0,                    735.735,          466.628
        0.3,        3000.0,       42.0,                    719.982,          452.954
       0.35,        3000.0,       42.0,                    701.892,          437.416
        0.4,        3000.0,       42.0,                    681.703,          420.253
       0.45,        3000.0,       42.0,                    659.692,          401.713
        0.5,        3000.0,       42.0,                    636.124,          382.042
       0.55,        3000.0,       42.0,                    611.265,          361.484
        0.6,        3000.0,       42.0,                    585.382,          340.285
        0.0,        3000.0,       44.0,                    834.441,          526.877
       0.05,        3000.0,       44.0,                    832.778,          525.434
        0.1,        3000.0,       44.0,                    827.774,          521.096
       0.15,        3000.0,       44.0,                    819.561,          514.016
        0.2,        3000.0,       44.0,                    808.273,          504.351
       0.25,        3000.0,       44.0,                    794.043,          492.254
        0.3,        3000.0,       44.0,                    776.973,          477.844
       0.35,        3000.0,       44.0,                    757.411,          461.528
        0.4,        3000.0,       44.0,                    735.625,          443.551
       0.45,        3000.0,       44.0,                    711.892,           424.12
        0.5,        3000.0,       44.0,                    686.487,          403.448
       0.55,        3000.0,       44.0,                    659.687,          381.753
        0.6,        3000.0,       44.0,                    631.766,          359.249
        0.0,        3000.0,       46.0,                    895.366,          553.978
       0.05,        3000.0,       46.0,                    893.603,          552.445
        0.1,        3000.0,       46.0,                    888.226,          547.898
       0.15,        3000.0,       46.0,                    879.391,          540.495
        0.2,        3000.0,       46.0,                    867.251,          530.392
       0.25,        3000.0,       46.0,                    851.963,          517.746
        0.3,        3000.0,       46.0,                    833.647,          502.681
       0.35,        3000.0,       46.0,                    812.698,          485.575
        0.4,        3000.0,       46.0,                    789.375,          466.704
       0.45,        3000.0,       46.0,                    763.917,           446.34
        0.5,        3000.0,       46.0,                    736.568,          424.758
       0.55,        3000.0,       46.0,                    707.571,          402.231
        0.6,        3000.0,       46.0,                    677.171,          379.033
        0.0,        3000.0,       48.0,                    956.504,          581.294
       0.05,        3000.0,       48.0,                    954.619,          579.692
        0.1,        3000.0,       48.0,                    948.884,          574.926
       0.15,        3000.0,       48.0,                    939.459,          567.168
        0.2,        3000.0,       48.0,                    926.506,           556.59
       0.25,        3000.0,       48.0,                    910.183,          543.363
        0.3,        3000.0,       48.0,                    890.613,          527.629
       0.35,        3000.0,       48.0,                     868.22,          509.762
        0.4,        3000.0,       48.0,                    843.297,          490.036
       0.45,        3000.0,       48.0,                    816.122,          468.715
        0.5,        3000.0,       48.0,                    786.979,          446.067
       0.55,        3000.0,       48.0,                    756.151,           422.36
        0.6,        3000.0,       48.0,                     723.92,          397.862
        0.0,        3000.0,       50.0,                     1017.5,            608.4
       0.05,        3000.0,       50.0,                    1015.51,          606.821
        0.1,        3000.0,       50.0,                     1009.4,            601.9
       0.15,        3000.0,       50.0,                    999.349,          593.828
        0.2,        3000.0,       50.0,                    985.552,          582.798
       0.25,        3000.0,       50.0,                      968.2,            569.0
        0.3,        3000.0,       50.0,                    947.464,          552.595
       0.35,        3000.0,       50.0,                     923.66,          534.005
        0.4,        3000.0,       50.0,                      897.1,            513.5
       0.45,        3000.0,       50.0,                    868.133,          491.317
        0.5,        3000.0,       50.0,                      837.1,            467.7
       0.55,        3000.0,       50.0,                    804.341,          442.894
        0.6,        3000.0,       50.0,                    770.198,          417.143
        0.0,        5000.0,       20.0,                      110.4,            200.5
       0.05,        5000.0,       20.0,                    110.238,          199.844
        0.1,        5000.0,       20.0,                      109.6,            197.9
       0.15,        5000.0,       20.0,                    108.513,          194.731
        0.2,        5000.0,       20.0,                      107.0,            190.4
       0.25,        5000.0,       20.0,                    105.075,          184.944
        0.3,        5000.0,       20.0,                      102.8,            178.5
       0.35,        5000.0,       20.0,                    100.244,          171.181
        0.4,        5000.0,       20.0,                       97.4,            163.1
       0.45,        5000.0,       20.0,                    94.2813,          154.369
        0.5,        5000.0,       20.0,                       90.9,            145.1
       0.55,        5000.0,       20.0,                    87.2687,          135.406
        0.6,        5000.0,       20.0,                       83.4,            125.4
        0.0,        5000.0,       22.0,                    176.866,          232.745
       0.05,        5000.0,       22.0,                      176.5,          232.065
        0.1,        5000.0,       22.0,                    175.419,          229.922
       0.15,        5000.0,       22.0,                     173.66,          226.401
        0.2,        5000.0,       22.0,                    171.261,          221.586
       0.25,        5000.0,       22.0,                    168.266,          215.555
        0.3,        5000.0,       22.0,                    164.691,          208.415
       0.35,        5000.0,       22.0,                     160.53,          200.246
        0.4,        5000.0,       22.0,                    155.888,          191.205
       0.45,        5000.0,       22.0,                    150.844,          181.428
        0.5,        5000.0,       22.0,                    145.474,          171.054
       0.55,        5000.0,       22.0,                    139.857,          160.219
        0.6,        5000.0,       22.0,                    134.069,          149.061
        0.0,        5000.0,       24.0,                    243.053,          263.783
       0.05,        5000.0,       24.0,                     242.57,           263.04
        0.1,        5000.0,       24.0,                    241.089,          260.688
       0.15,        5000.0,       24.0,                    238.669,          256.814
        0.2,        5000.0,       24.0,                    235.364,          251.504
       0.25,        5000.0,       24.0,                    231.246,          244.826
        0.3,        5000.0,       24.0,                    226.331,          236.922
       0.35,        5000.0,       24.0,                    220.614,            227.9
        0.4,        5000.0,       24.0,                    214.238,          217.929
       0.45,        5000.0,       24.0,                     207.31,          207.165
        0.5,        5000.0,       24.0,                    199.937,          195.764
       0.55,        5000.0,       24.0,                    192.225,          183.879
        0.6,        5000.0,       24.0,                    184.281,          171.666
        0.0,        5000.0,       26.0,                    309.147,          293.939
       0.05,        5000.0,       26.0,                    308.571,          293.108
        0.1,        5000.0,       26.0,                    306.711,          290.542
       0.15,        5000.0,       26.0,                    303.639,           286.32
        0.2,        5000.0,       26.0,                    299.428,          280.518
       0.25,        5000.0,       26.0,                    294.155,          273.174
        0.3,        5000.0,       26.0,                    287.877,          264.492
       0.35,        5000.0,       26.0,                     280.63,          254.633
        0.4,        5000.0,       26.0,                    272.554,          243.761
       0.45,        5000.0,       26.0,                     263.76,          232.038
        0.5,        5000.0,       26.0,                    254.363,          219.626
       0.55,        5000.0,       26.0,                    244.474,          206.689
        0.6,        5000.0,       26.0,                    234.208,          193.389
        0.0,        5000.0,       28.0,                    375.412,          323.539
       0.05,        5000.0,       28.0,                     374.67,          322.615
        0.1,        5000.0,       28.0,                    372.414,          319.839
       0.15,        5000.0,       28.0,                    368.707,          315.286
        0.2,        5000.0,       28.0,                    363.615,          309.025
       0.25,        5000.0,       28.0,                    357.183,          301.072
        0.3,        5000.0,       28.0,                    349.533,          291.674
       0.35,        5000.0,       28.0,                    340.764,          281.037
        0.4,        5000.0,       28.0,                    330.988,          269.294
       0.45,        5000.0,       28.0,                    320.314,          256.598
        0.5,        5000.0,       28.0,                    308.849,          243.098
       0.55,        5000.0,       28.0,                    296.702,          228.948
        0.6,        5000.0,       28.0,                    283.981,          214.298
        0.0,        5000.0,       30.0,                      441.8,            352.9
       0.05,        5000.0,       30.0,                    440.862,          351.887
        0.1,        5000.0,       30.0,                      438.2,            348.9
       0.15,        5000.0,       30.0,                    433.862,          344.012
        0.2,        5000.0,       30.0,                      427.9,            337.3
       0.25,        5000.0,       30.0,                    420.319,          328.775
        0.3,        5000.0,       30.0,                      411.3,            318.7
       0.35,        5000.0,       30.0,                    400.994,          307.306
        0.4,        5000.0,       30.0,                      389.5,            294.7
       0.45,        5000.0,       30.0,                    376.931,          281.019
        0.5,        5000.0,       30.0,                      363.4,            266.4
       0.55,        5000.0,       30.0,                    349.019,          250.981
        0.6,        5000.0,       30.0,                      333.9,            234.9
        0.0,        5000.0,       32.0,                    508.133,          382.467
       0.05,        5000.0,       32.0,                    507.091,          381.392
        0.1,        5000.0,       32.0,                    504.041,          378.166
       0.15,        5000.0,       32.0,                    499.052,          372.891
        0.2,        5000.0,       32.0,                    492.191,          365.664
       0.25,        5000.0,       32.0,                    483.489,          356.535
        0.3,        5000.0,       32.0,                    473.122,          345.754
       0.35,        5000.0,       32.0,                    461.219,          333.541
        0.4,        5000.0,       32.0,                    447.956,          320.029
       0.45,        5000.0,       32.0,                    433.499,          305.376
        0.5,        5000.0,       32.0,                    418.013,          289.735
       0.55,        5000.0,       32.0,                    401.662,          273.264
        0.6,        5000.0,       32.0,                    384.611,          256.118
        0.0,        5000.0,       34.0,                    574.315,          411.939
       0.05,        5000.0,       34.0,                    573.213,          410.784
        0.1,        5000.0,       34.0,                    569.776,          407.333
       0.15,        5000.0,       34.0,                    564.111,          401.693
        0.2,        5000.0,       34.0,                    556.323,           393.97
       0.25,        5000.0,       34.0,                    546.505,          384.218
        0.3,        5000.0,       34.0,                    534.807,          372.697
       0.35,        5000.0,       34.0,                    521.331,          359.624
        0.4,        5000.0,       34.0,                    506.316,           345.18
       0.45,        5000.0,       34.0,                    489.968,          329.553
        0.5,        5000.0,       34.0,                    472.491,          312.934
       0.55,        5000.0,       34.0,                    454.091,          295.512
        0.6,        5000.0,       34.0,                    434.973,          277.477
        0.0,        5000.0,       36.0,                    640.395,          441.217
       0.05,        5000.0,       36.0,                    639.223,          439.961
        0.1,        5000.0,       36.0,                    635.386,           436.31
       0.15,        5000.0,       36.0,                    629.032,          430.351
        0.2,        5000.0,       36.0,                    620.308,          422.174
       0.25,        5000.0,       36.0,                    609.364,          411.794
        0.3,        5000.0,       36.0,                     596.34,          399.515
       0.35,        5000.0,       36.0,                    581.344,          385.575
        0.4,        5000.0,       36.0,                    564.621,           370.19
       0.45,        5000.0,       36.0,                    546.381,          353.583
        0.5,        5000.0,       36.0,                    526.836,          335.976
       0.55,        5000.0,       36.0,                    506.196,          317.593
        0.6,        5000.0,       36.0,                    484.672,          298.655
        0.0,        5000.0,       38.0,                    706.924,          470.388
       0.05,        5000.0,       38.0,                    705.497,           469.09
        0.1,        5000.0,       38.0,                    701.235,          465.232
       0.15,        5000.0,       38.0,                    694.255,          458.923
        0.2,        5000.0,       38.0,                    684.676,          450.272
       0.25,        5000.0,       38.0,                    672.586,          439.324
        0.3,        5000.0,       38.0,                    658.194,          426.379
       0.35,        5000.0,       38.0,                    641.661,          411.688
        0.4,        5000.0,       38.0,                     623.23,           395.44
       0.45,        5000.0,       38.0,                    603.125,          377.838
        0.5,        5000.0,       38.0,                     581.57,          359.088
       0.55,        5000.0,       38.0,                    558.786,          339.394
        0.6,        5000.0,       38.0,                    534.997,           318.96
        0.0,        5000.0,       40.0,                      773.1,            499.6
       0.05,        5000.0,       40.0,                     771.55,          498.188
        0.1,        5000.0,       40.0,                      766.9,            494.1
       0.15,        5000.0,       40.0,                    759.275,          487.437
        0.2,        5000.0,       40.0,                      748.8,            478.3
       0.25,        5000.0,       40.0,                    735.556,            466.7
        0.3,        5000.0,       40.0,                      719.8,            453.0
       0.35,        5000.0,       40.0,                    701.737,          437.513
        0.4,        5000.0,       40.0,                      681.6,            420.4
       0.45,        5000.0,       40.0,                    659.612,          401.863
        0.5,        5000.0,       40.0,                      636.0,            382.1
       0.55,        5000.0,       40.0,                    610.987,          361.313
        0.6,        5000.0,       40.0,                      584.8,            339.7
        0.0,        5000.0,       42.0,                    839.268,          528.932
       0.05,        5000.0,       42.0,                    837.622,          527.449
        0.1,        5000.0,       42.0,                    832.589,          523.109
       0.15,        5000.0,       42.0,                    824.311,          516.037
        0.2,        5000.0,       42.0,                     812.93,          506.365
       0.25,        5000.0,       42.0,                     798.55,          494.143
        0.3,        5000.0,       42.0,                    781.431,          479.728
       0.35,        5000.0,       42.0,                    761.773,          463.431
        0.4,        5000.0,       42.0,                    739.872,          445.435
       0.45,        5000.0,       42.0,                    716.003,          425.953
        0.5,        5000.0,       42.0,                    690.439,          405.201
       0.55,        5000.0,       42.0,                    663.454,          383.394
        0.6,        5000.0,       42.0,                    635.321,          360.745
        0.0,        5000.0,       44.0,                    905.668,          558.231
       0.05,        5000.0,       44.0,                    903.934,          556.744
        0.1,        5000.0,       44.0,                    898.512,          552.224
       0.15,        5000.0,       44.0,                    889.572,          544.811
        0.2,        5000.0,       44.0,                    877.285,          534.643
       0.25,        5000.0,       44.0,                    861.795,          521.777
        0.3,        5000.0,       44.0,                    843.348,          506.595
       0.35,        5000.0,       44.0,                    822.114,           489.43
        0.4,        5000.0,       44.0,                    798.457,          470.487
       0.45,        5000.0,       44.0,                    772.693,          449.999
        0.5,        5000.0,       44.0,                    745.138,          428.204
       0.55,        5000.0,       44.0,                    716.108,          405.336
        0.6,        5000.0,       44.0,                    685.918,          381.632
        0.0,        5000.0,       46.0,                    971.726,          587.488
       0.05,        5000.0,       46.0,                    969.837,          585.869
        0.1,        5000.0,       46.0,                    964.032,          581.102
       0.15,        5000.0,       46.0,                    954.471,          573.325
        0.2,        5000.0,       46.0,                    941.315,          562.676
       0.25,        5000.0,       46.0,                    924.674,          549.211
        0.3,        5000.0,       46.0,                    904.859,          533.318
       0.35,        5000.0,       46.0,                    882.102,          515.331
        0.4,        5000.0,       46.0,                    856.743,          495.475
       0.45,        5000.0,       46.0,                    829.092,          473.999
        0.5,        5000.0,       46.0,                    799.462,          451.157
       0.55,        5000.0,       46.0,                    768.163,          427.199
        0.6,        5000.0,       46.0,                    735.508,          402.377
        0.0,        5000.0,       48.0,                    1038.21,          617.068
       0.05,        5000.0,       48.0,                    1036.13,          615.365
        0.1,        5000.0,       48.0,                    1029.91,          610.405
       0.15,        5000.0,       48.0,                    1019.71,          602.317
        0.2,        5000.0,       48.0,                    1005.67,          591.226
       0.25,        5000.0,       48.0,                    987.876,          577.157
        0.3,        5000.0,       48.0,                    966.687,          560.544
       0.35,        5000.0,       48.0,                    942.394,          541.764
        0.4,        5000.0,       48.0,                    915.328,          521.023
       0.45,        5000.0,       48.0,                     885.81,          498.572
        0.5,        5000.0,       48.0,                    854.161,           474.66
       0.55,        5000.0,       48.0,                      820.7,          449.539
        0.6,        5000.0,       48.0,                    785.748,          423.458
        0.0,        5000.0,       50.0,                     1104.4,            647.0
       0.05,        5000.0,       50.0,                    1102.24,          645.256
        0.1,        5000.0,       50.0,                     1095.6,            640.1
       0.15,        5000.0,       50.0,                    1084.69,          631.669
        0.2,        5000.0,       50.0,                     1069.7,            620.1
       0.25,        5000.0,       50.0,                     1050.8,          605.425
        0.3,        5000.0,       50.0,                     1028.3,            588.1
       0.35,        5000.0,       50.0,                    1002.42,          568.525
        0.4,        5000.0,       50.0,                      973.6,            546.9
       0.45,        5000.0,       50.0,                      942.2,          523.475
        0.5,        5000.0,       50.0,                      908.6,            498.5
       0.55,        5000.0,       50.0,                    873.175,          472.225
        0.6,        5000.0,       50.0,                      836.3,            444.9
        0.0,       10000.0,       20.0,                      135.6,            224.4
       0.05,       10000.0,       20.0,                    135.331,          223.669
        0.1,       10000.0,       20.0,                      134.5,            221.6
       0.15,       10000.0,       20.0,                    133.144,          218.231
        0.2,       10000.0,       20.0,                      131.3,            213.6
       0.25,       10000.0,       20.0,                    129.025,          207.694
        0.3,       10000.0,       20.0,                      126.3,            200.7
       0.35,       10000.0,       20.0,                    123.081,          192.775
        0.4,       10000.0,       20.0,                      119.5,            184.0
       0.45,       10000.0,       20.0,                    115.681,          174.462
        0.5,       10000.0,       20.0,                      111.6,            164.3
       0.55,       10000.0,       20.0,                    107.269,          153.638
        0.6,       10000.0,       20.0,                      102.7,            142.6
        0.0,       10000.0,       22.0,                    217.135,          261.128
       0.05,       10000.0,       22.0,                    216.652,          260.343
        0.1,       10000.0,       22.0,                    215.351,          258.045
       0.15,       10000.0,       22.0,                    213.241,          254.282
        0.2,       10000.0,       22.0,                    210.333,          249.101
       0.25,       10000.0,       22.0,                    206.603,            242.5
        0.3,       10000.0,       22.0,                     202.16,          234.671
       0.35,       10000.0,       22.0,                    197.089,          225.769
        0.4,       10000.0,       22.0,                    191.438,           215.91
       0.45,       10000.0,       22.0,                    185.243,          205.198
        0.5,       10000.0,       22.0,                    178.621,          193.825
       0.55,       10000.0,       22.0,                    171.667,          181.958
        0.6,       10000.0,       22.0,                    164.476,          169.766
        0.0,       10000.0,       24.0,                    298.408,          296.735
       0.05,       10000.0,       24.0,                    297.796,          295.867
        0.1,       10000.0,       24.0,                    296.005,          293.319
       0.15,       10000.0,       24.0,                    293.076,           289.14
        0.2,       10000.0,       24.0,                    289.047,          283.383
       0.25,       10000.0,       24.0,                    283.931,          276.036
        0.3,       10000.0,       24.0,                     277.84,          267.336
       0.35,       10000.0,       24.0,                    270.858,          257.472
        0.4,       10000.0,       24.0,                    263.079,          246.569
       0.45,       10000.0,       24.0,                    254.581,          234.753
        0.5,       10000.0,       24.0,                    245.491,          222.215
       0.55,       10000.0,       24.0,                    235.922,          209.129
        0.6,       10000.0,       24.0,                    225.988,           195.67
        0.0,       10000.0,       26.0,                    379.592,          331.727
       0.05,       10000.0,       26.0,                    378.879,          330.765
        0.1,       10000.0,       26.0,                    376.595,           327.95
       0.15,       10000.0,       26.0,                    372.824,          323.341
        0.2,       10000.0,       26.0,                    367.653,          316.995
       0.25,       10000.0,       26.0,                    361.175,          308.896
        0.3,       10000.0,       26.0,                     353.46,          299.325
       0.35,       10000.0,       26.0,                    344.548,          288.514
        0.4,       10000.0,       26.0,                    334.621,          276.584
       0.45,       10000.0,       26.0,                    323.844,          263.672
        0.5,       10000.0,       26.0,                    312.309,          249.962
       0.55,       10000.0,       26.0,                    300.128,          235.628
        0.6,       10000.0,       26.0,                    287.412,           220.84
        0.0,       10000.0,       28.0,                    460.933,          366.742
       0.05,       10000.0,       28.0,                    460.067,          365.694
        0.1,       10000.0,       28.0,                      457.3,          362.603
       0.15,       10000.0,       28.0,                     452.73,          357.552
        0.2,       10000.0,       28.0,                    446.455,          350.624
       0.25,       10000.0,       28.0,                    438.568,          341.843
        0.3,       10000.0,       28.0,                    429.181,           331.47
       0.35,       10000.0,       28.0,                    418.379,          319.731
        0.4,       10000.0,       28.0,                    406.345,          306.752
       0.45,       10000.0,       28.0,                     393.24,          292.655
        0.5,       10000.0,       28.0,                    379.212,          277.679
       0.55,       10000.0,       28.0,                    364.413,          262.035
        0.6,       10000.0,       28.0,                    348.992,          245.934
        0.0,       10000.0,       30.0,                      542.4,            401.9
       0.05,       10000.0,       30.0,                    541.344,          400.769
        0.1,       10000.0,       30.0,                      538.1,            397.4
       0.15,       10000.0,       30.0,                    532.756,          391.906
        0.2,       10000.0,       30.0,                      525.4,            384.4
       0.25,       10000.0,       30.0,                    516.081,          374.956
        0.3,       10000.0,       30.0,                      505.0,            363.8
       0.35,       10000.0,       30.0,                    492.325,          351.137
        0.4,       10000.0,       30.0,                      478.2,            337.1
       0.45,       10000.0,       30.0,                    462.744,          321.781
        0.5,       10000.0,       30.0,                      446.2,            305.5
       0.55,       10000.0,       30.0,                    428.781,          288.519
        0.6,       10000.0,       30.0,                      410.7,            271.1
        0.0,       10000.0,       32.0,                    623.867,          437.162
       0.05,       10000.0,       32.0,                     622.65,           435.93
        0.1,       10000.0,       32.0,                    618.906,          432.295
       0.15,       10000.0,       32.0,                    612.748,          426.369
        0.2,       10000.0,       32.0,                    604.283,          418.267
       0.25,       10000.0,       32.0,                    593.595,          408.042
        0.3,       10000.0,       32.0,                    580.874,          395.988
       0.35,       10000.0,       32.0,                    566.268,          382.381
        0.4,       10000.0,       32.0,                    549.994,          367.325
       0.45,       10000.0,       32.0,                    532.241,          350.913
        0.5,       10000.0,       32.0,                    513.243,          333.445
       0.55,       10000.0,       32.0,                    493.222,          315.167
        0.6,       10000.0,       32.0,                    472.401,          296.328
        0.0,       10000.0,       34.0,                    705.176,          472.338
       0.05,       10000.0,       34.0,                    703.788,          471.027
        0.1,       10000.0,       34.0,                    699.551,          467.139
       0.15,       10000.0,       34.0,                     692.59,          460.795
        0.2,       10000.0,       34.0,                     683.03,          452.114
       0.25,       10000.0,       34.0,                    670.976,          441.151
        0.3,       10000.0,       34.0,                    656.617,          428.226
       0.35,       10000.0,       34.0,                    640.084,          413.639
        0.4,       10000.0,       34.0,                    621.665,          397.507
       0.45,       10000.0,       34.0,                    601.623,          379.947
        0.5,       10000.0,       34.0,                    580.177,          361.261
       0.55,       10000.0,       34.0,                    557.555,          341.706
        0.6,       10000.0,       34.0,                    533.988,          321.538
        0.0,       10000.0,       36.0,                    786.345,          507.408
       0.05,       10000.0,       36.0,                    784.774,          506.041
        0.1,       10000.0,       36.0,                    780.058,          501.914
       0.15,       10000.0,       36.0,                    772.321,          495.166
        0.2,       10000.0,       36.0,                    761.687,          485.934
       0.25,       10000.0,       36.0,                    748.241,          474.308
        0.3,       10000.0,       36.0,                    732.222,          460.568
       0.35,       10000.0,       36.0,                    713.791,          444.964
        0.4,       10000.0,       36.0,                    693.259,          427.683
       0.45,       10000.0,       36.0,                    670.906,          408.877
        0.5,       10000.0,       36.0,                    646.984,          388.905
       0.55,       10000.0,       36.0,                    621.751,          368.074
        0.6,       10000.0,       36.0,                    595.465,          346.689
        0.0,       10000.0,       38.0,                    867.938,          542.761
       0.05,       10000.0,       38.0,                    866.225,          541.286
        0.1,       10000.0,       38.0,                    861.036,          536.921
       0.15,       10000.0,       38.0,                    852.504,          529.783
        0.2,       10000.0,       38.0,                     840.76,          519.986
       0.25,       10000.0,       38.0,                    825.883,          507.558
        0.3,       10000.0,       38.0,                    808.172,          492.876
       0.35,       10000.0,       38.0,                    787.865,           476.27
        0.4,       10000.0,       38.0,                    765.232,          457.912
       0.45,       10000.0,       38.0,                    740.502,          437.982
        0.5,       10000.0,       38.0,                    714.036,          416.792
       0.55,       10000.0,       38.0,                    686.163,          394.624
        0.6,       10000.0,       38.0,                    657.209,          371.757
        0.0,       10000.0,       40.0,                      949.2,            578.0
       0.05,       10000.0,       40.0,                    947.394,          576.444
        0.1,       10000.0,       40.0,                      941.7,            571.8
       0.15,       10000.0,       40.0,                    932.306,          564.206
        0.2,       10000.0,       40.0,                      919.4,            553.8
       0.25,       10000.0,       40.0,                    903.144,          540.637
        0.3,       10000.0,       40.0,                      883.8,            525.1
       0.35,       10000.0,       40.0,                    861.569,          507.525
        0.4,       10000.0,       40.0,                      836.8,            488.1
       0.45,       10000.0,       40.0,                    809.794,          467.012
        0.5,       10000.0,       40.0,                      780.9,            444.6
       0.55,       10000.0,       40.0,                    750.456,          421.162
        0.6,       10000.0,       40.0,                      718.8,            397.0
        0.0,       10000.0,       42.0,                    1030.47,          613.671
       0.05,       10000.0,       42.0,                    1028.45,          611.964
        0.1,       10000.0,       42.0,                    1022.27,          607.025
       0.15,       10000.0,       42.0,                    1012.11,          598.985
        0.2,       10000.0,       42.0,                    998.155,          587.979
       0.25,       10000.0,       42.0,                    980.533,          574.034
        0.3,       10000.0,       42.0,                    959.543,          557.598
       0.35,       10000.0,       42.0,                    935.393,          539.078
        0.4,       10000.0,       42.0,                    908.482,          518.631
       0.45,       10000.0,       42.0,                    879.162,          496.443
        0.5,       10000.0,       42.0,                    847.787,          472.845
       0.55,       10000.0,       42.0,                    814.712,          448.135
        0.6,       10000.0,       42.0,                     780.29,          422.608
        0.0,       10000.0,       44.0,                    1112.03,          650.078
       0.05,       10000.0,       44.0,                    1109.84,          648.304
        0.1,       10000.0,       44.0,                    1103.19,           643.17
       0.15,       10000.0,       44.0,                    1092.25,          634.785
        0.2,       10000.0,       44.0,                    1077.19,          623.261
       0.25,       10000.0,       44.0,                    1058.13,           608.58
        0.3,       10000.0,       44.0,                    1035.43,          591.232
       0.35,       10000.0,       44.0,                    1009.41,          571.626
