# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Tailpipe Thrust (lbf), Fuel Flow (lb/h)
       0.35,       15000.0,       22.0,                    240.596,              -22.4907,          258.643
        0.4,       15000.0,       22.0,                     238.51,              -32.0511,          249.586
       0.45,       15000.0,       22.0,                    231.511,              -41.3696,           237.85
        0.5,       15000.0,       22.0,                     222.58,              -50.2614,          224.829
       0.55,       15000.0,       22.0,                    213.207,              -58.5966,          211.292
        0.6,       15000.0,       22.0,                    204.883,              -66.2451,          198.007
        0.0,       15000.0,       24.0,                    391.447,               60.2227,          348.477
       0.05,       15000.0,       24.0,                    364.009,                48.277,          337.036
        0.1,       15000.0,       24.0,                    346.247,               36.5657,          328.018
       0.15,       15000.0,       24.0,                    336.107,               25.0921,          320.709
        0.2,       15000.0,       24.0,                    331.533,               13.8601,          314.396
       0.25,       15000.0,       24.0,                    330.469,               2.87305,          308.364
        0.3,       15000.0,       24.0,                    330.862,              -7.86538,            301.9
       0.35,       15000.0,       24.0,                    330.656,              -18.3516,          294.291
        0.4,       15000.0,       24.0,                    327.795,               -28.582,          284.823
       0.45,       15000.0,       24.0,                    318.171,              -38.6317,          271.928
        0.5,       15000.0,       24.0,                     305.89,              -48.2613,          257.454
       0.55,       15000.0,       24.0,                    293.005,                -57.31,          242.397
        0.6,       15000.0,       24.0,                    281.568,              -65.6172,          227.751
        0.0,       15000.0,       26.0,                    499.311,               70.3357,            392.1
       0.05,       15000.0,       26.0,                    463.855,               57.1566,          377.423
        0.1,       15000.0,       26.0,                    440.872,               44.4216,          366.264
       0.15,       15000.0,       26.0,                     427.72,               32.0955,          357.681
        0.2,       15000.0,       26.0,                    421.759,               20.1433,          350.727
       0.25,       15000.0,       26.0,                    420.348,               8.52993,          344.459
        0.3,       15000.0,       26.0,                    420.846,               -2.7796,          337.931
       0.35,       15000.0,       26.0,                    420.612,              -13.8203,          330.198
        0.4,       15000.0,       26.0,                    417.005,              -24.6274,          320.316
       0.45,       15000.0,       26.0,                    404.753,              -35.3521,          306.272
        0.5,       15000.0,       26.0,                     389.11,              -45.6804,          290.325
       0.55,       15000.0,       26.0,                    372.698,              -55.4145,          273.668
        0.6,       15000.0,       26.0,                     358.14,              -64.3567,          257.492
        0.0,       15000.0,       28.0,                    606.826,               80.4284,          437.065
       0.05,       15000.0,       28.0,                    563.588,               66.0998,          418.812
        0.1,       15000.0,       28.0,                    535.541,               52.4191,          405.297
       0.15,       15000.0,       28.0,                    519.471,                39.312,          395.318
        0.2,       15000.0,       28.0,                    512.166,               26.7042,          387.674
       0.25,       15000.0,       28.0,                    510.414,               14.5215,          381.162
        0.3,       15000.0,       28.0,                    511.001,               2.68963,           374.58
       0.35,       15000.0,       28.0,                    510.715,              -8.86563,          366.726
        0.4,       15000.0,       28.0,                    506.343,              -20.2186,          356.398
       0.45,       15000.0,       28.0,                    491.478,              -31.6062,          341.064
        0.5,       15000.0,       28.0,                     472.49,              -42.6144,          323.512
       0.55,       15000.0,       28.0,                    452.556,              -52.9916,            305.2
        0.6,       15000.0,       28.0,                    434.853,              -62.4864,          287.587
        0.0,       15000.0,       30.0,                      714.0,                  90.4,            482.5
       0.05,       15000.0,       30.0,                    663.175,               75.0312,          460.669
        0.1,       15000.0,       30.0,                      630.2,                  60.5,            444.8
       0.15,       15000.0,       30.0,                      611.3,               46.6937,          433.431
        0.2,       15000.0,       30.0,                      602.7,                  33.5,            425.1
       0.25,       15000.0,       30.0,                    600.625,               20.8062,          418.344
        0.3,       15000.0,       30.0,                      601.3,                   8.5,            411.7
       0.35,       15000.0,       30.0,                     600.95,              -3.53125,          403.706
        0.4,       15000.0,       30.0,                      595.8,                 -15.4,            392.9
       0.45,       15000.0,       30.0,                    578.325,              -27.4312,          376.213
        0.5,       15000.0,       30.0,                      556.0,                 -39.1,            357.0
       0.55,       15000.0,       30.0,                     532.55,              -50.0937,          337.013
        0.6,       15000.0,       30.0,                      511.7,                 -60.1,            318.0
        0.0,       15000.0,       32.0,                    821.673,               100.482,          526.019
       0.05,       15000.0,       32.0,                    762.994,               84.0181,          501.528
        0.1,       15000.0,       32.0,                    724.923,               68.6214,          483.908
       0.15,       15000.0,       32.0,                    703.103,               54.1334,          471.497
        0.2,       15000.0,       32.0,                    693.178,               40.3959,          462.631
       0.25,       15000.0,       32.0,                    690.794,               27.2502,          455.647
        0.3,       15000.0,       32.0,                    691.593,                14.538,          448.882
       0.35,       15000.0,       32.0,                     691.22,               2.10072,          440.674
        0.4,       15000.0,       32.0,                    685.319,                -10.22,           429.36
       0.45,       15000.0,       32.0,                    665.204,              -22.8424,           411.48
        0.5,       15000.0,       32.0,                     639.51,              -35.1455,           390.76
       0.55,       15000.0,       32.0,                    612.541,              -46.7677,          369.128
        0.6,       15000.0,       32.0,                    588.602,              -57.3478,          348.513
        0.0,       15000.0,       34.0,                    928.245,               110.277,          570.779
       0.05,       15000.0,       34.0,                    862.117,               92.9528,          543.211
        0.1,       15000.0,       34.0,                    819.228,               76.8483,          523.541
       0.15,       15000.0,       34.0,                    794.662,               61.7743,          509.886
        0.2,       15000.0,       34.0,                    783.503,               47.5413,          500.362
       0.25,       15000.0,       34.0,                    780.837,               33.9597,          493.088
        0.3,       15000.0,       34.0,                    781.748,                 20.84,           486.18
       0.35,       15000.0,       34.0,                    781.321,               7.99275,          477.755
        0.4,       15000.0,       34.0,                    774.641,              -4.77161,           465.93
       0.45,       15000.0,       34.0,                      751.9,              -17.9295,          446.811
        0.5,       15000.0,       34.0,                    722.858,              -30.8097,          424.548
       0.55,       15000.0,       34.0,                    692.379,              -43.0279,          401.279
        0.6,       15000.0,       34.0,                    665.332,              -54.1998,           379.14
        0.0,       15000.0,       36.0,                    1033.73,               120.189,          617.979
       0.05,       15000.0,       36.0,                    960.583,               102.084,          586.365
        0.1,       15000.0,       36.0,                    913.164,               85.3237,          563.991
       0.15,       15000.0,       36.0,                    886.025,               69.6917,          548.697
        0.2,       15000.0,       36.0,                    873.715,               54.9741,          538.323
       0.25,       15000.0,       36.0,                    870.785,               40.9565,           530.71
        0.3,       15000.0,       36.0,                    871.783,               27.4244,          523.696
       0.35,       15000.0,       36.0,                    871.261,               14.1635,          515.123
        0.4,       15000.0,       36.0,                    863.766,              0.959268,          502.831
       0.45,       15000.0,       36.0,                    838.424,              -12.7099,          482.362
        0.5,       15000.0,       36.0,                    806.062,              -26.1369,          458.447
       0.55,       15000.0,       36.0,                    772.082,              -38.9219,          433.517
        0.6,       15000.0,       36.0,                    741.887,               -50.665,          410.004
        0.0,       15000.0,       38.0,                    1142.05,                133.07,          666.067
       0.05,       15000.0,       38.0,                    1060.85,               112.838,          629.925
        0.1,       15000.0,       38.0,                     1008.2,               94.5568,          604.615
       0.15,       15000.0,       38.0,                    978.039,               77.8964,          587.647
        0.2,       15000.0,       38.0,                    964.344,               62.5254,          576.535
       0.25,       15000.0,       38.0,                    961.072,               48.1127,          568.788
        0.3,       15000.0,       38.0,                    962.184,               34.3271,          561.919
       0.35,       15000.0,       38.0,                    961.642,               20.8375,          553.439
        0.4,       15000.0,       38.0,                    953.407,               7.31281,           540.86
       0.45,       15000.0,       38.0,                     925.43,               -7.0141,          519.072
        0.5,       15000.0,       38.0,                      889.7,              -21.1663,          493.451
       0.55,       15000.0,       38.0,                    852.196,              -34.6029,          466.749
        0.6,       15000.0,       38.0,                    818.897,              -46.7829,          441.722
        0.0,       15000.0,       40.0,                     1249.5,                 143.9,            710.4
       0.05,       15000.0,       40.0,                    1160.52,               122.662,          671.775
        0.1,       15000.0,       40.0,                     1102.8,                 103.6,            644.9
       0.15,       15000.0,       40.0,                    1069.73,               86.3375,          627.075
        0.2,       15000.0,       40.0,                     1054.7,                  70.5,            615.6
       0.25,       15000.0,       40.0,                    1051.09,               55.7125,          607.775
        0.3,       15000.0,       40.0,                     1052.3,                  41.6,            600.9
       0.35,       15000.0,       40.0,                    1051.71,               27.7875,          592.275
        0.4,       15000.0,       40.0,                     1042.7,                  13.9,            579.2
       0.45,       15000.0,       40.0,                    1012.09,              -0.90625,           556.15
        0.5,       15000.0,       40.0,                      973.0,                 -15.6,            528.9
       0.55,       15000.0,       40.0,                    931.956,              -29.6188,            500.4
        0.6,       15000.0,       40.0,                      895.5,                 -42.4,            473.6
        0.0,       15000.0,       42.0,                    1356.11,               154.577,          760.079
       0.05,       15000.0,       42.0,                    1259.67,               132.422,           717.09
        0.1,       15000.0,       42.0,                    1197.11,               112.672,          687.295
       0.15,       15000.0,       42.0,                    1161.26,               94.8978,          667.698
        0.2,       15000.0,       42.0,                    1144.96,               78.6751,          655.304
       0.25,       15000.0,       42.0,                    1141.04,               63.5775,          647.116
        0.3,       15000.0,       42.0,                    1142.34,               49.1789,          640.137
       0.35,       15000.0,       42.0,                    1141.68,               35.0534,          631.371
        0.4,       15000.0,       42.0,                     1131.9,               20.7748,          617.822
       0.45,       15000.0,       42.0,                    1098.71,               5.37633,          593.364
        0.5,       15000.0,       42.0,                    1056.31,              -9.94531,           564.39
       0.55,       15000.0,       42.0,                    1011.79,              -24.5342,          534.163
        0.6,       15000.0,       42.0,                     972.22,              -37.7345,          505.947
        0.0,       15000.0,       44.0,                    1462.37,                 167.3,          808.001
       0.05,       15000.0,       44.0,                    1358.69,               143.504,          761.495
        0.1,       15000.0,       44.0,                    1291.47,               122.559,            729.4
       0.15,       15000.0,       44.0,                    1252.99,               103.954,          708.456
        0.2,       15000.0,       44.0,                    1235.53,               87.1729,          695.401
       0.25,       15000.0,       44.0,                    1231.38,               71.7037,          686.976
        0.3,       15000.0,       44.0,                     1232.8,               57.0328,           679.92
       0.35,       15000.0,       44.0,                    1232.09,               42.6467,          670.972
        0.4,       15000.0,       44.0,                    1221.52,                28.032,          656.873
       0.45,       15000.0,       44.0,                    1185.68,                12.048,           630.95
        0.5,       15000.0,       44.0,                    1139.91,              -3.93677,          600.178
       0.55,       15000.0,       44.0,                    1091.85,              -19.1812,          568.117
        0.6,       15000.0,       44.0,                    1049.16,               -32.944,          538.331
        0.0,       15000.0,       46.0,                    1570.28,               179.834,          855.818
       0.05,       15000.0,       46.0,                    1458.55,               154.577,          805.807
        0.1,       15000.0,       46.0,                    1386.08,               132.553,          771.417
       0.15,       15000.0,       46.0,                    1344.58,               113.175,          749.127
        0.2,       15000.0,       46.0,                    1325.72,               95.8564,          735.415
       0.25,       15000.0,       46.0,                    1321.21,               80.0108,          726.763
        0.3,       15000.0,       46.0,                    1322.74,               65.0516,          719.648
       0.35,       15000.0,       46.0,                     1322.0,               50.3921,           710.55
        0.4,       15000.0,       46.0,                    1310.68,               35.4459,           695.95
       0.45,       15000.0,       46.0,                    1272.22,               18.9295,          668.663
        0.5,       15000.0,       46.0,                    1223.09,               2.34658,          636.155
       0.55,       15000.0,       46.0,                    1171.51,              -13.4959,          602.229
        0.6,       15000.0,       46.0,                    1125.69,              -27.7911,          570.686
        0.0,       15000.0,       48.0,                    1678.08,               192.888,          905.569
       0.05,       15000.0,       48.0,                    1558.51,               165.997,          851.551
        0.1,       15000.0,       48.0,                    1480.95,               142.786,           814.49
       0.15,       15000.0,       48.0,                    1436.53,               122.586,          790.587
        0.2,       15000.0,       48.0,                    1416.34,               104.722,          776.042
       0.25,       15000.0,       48.0,                    1411.51,               88.5227,          767.054
        0.3,       15000.0,       48.0,                    1413.15,               73.3163,          759.825
       0.35,       15000.0,       48.0,                    1412.38,               58.4304,          750.552
        0.4,       15000.0,       48.0,                     1400.3,               43.1927,          735.438
       0.45,       15000.0,       48.0,                    1359.19,               26.1566,          706.739
        0.5,       15000.0,       48.0,                    1306.69,               8.97307,           672.48
       0.55,       15000.0,       48.0,                    1251.59,              -7.48124,          636.743
        0.6,       15000.0,       48.0,                    1202.69,              -22.3298,          603.609
        0.0,       15000.0,       50.0,                     1782.5,                 205.8,            958.1
       0.05,       15000.0,       50.0,                    1656.36,               177.331,          898.981
        0.1,       15000.0,       50.0,                     1574.6,                 153.0,            858.5
       0.15,       15000.0,       50.0,                    1527.81,               132.044,          832.519
        0.2,       15000.0,       50.0,                     1506.6,                 113.7,            816.9
       0.25,       15000.0,       50.0,                    1501.56,               97.2062,          807.506
        0.3,       15000.0,       50.0,                     1503.3,                  81.8,            800.2
       0.35,       15000.0,       50.0,                    1502.41,               66.7187,          790.844
        0.4,       15000.0,       50.0,                     1489.5,                  51.2,            775.3
       0.45,       15000.0,       50.0,                    1445.81,               33.6125,          745.156
        0.5,       15000.0,       50.0,                     1390.0,                  15.8,            709.1
       0.55,       15000.0,       50.0,                    1331.39,               -1.2625,          671.544
        0.6,       15000.0,       50.0,                     1279.3,                 -16.6,            636.9
        0.0,       17500.0,       20.0,                      128.9,                  39.8,            262.4
       0.05,       17500.0,       20.0,                    138.125,               30.4563,          264.481
        0.1,       17500.0,       20.0,                      145.2,                  21.0,            264.5
       0.15,       17500.0,       20.0,                    150.375,               11.4938,          262.619
        0.2,       17500.0,       20.0,                      153.9,                   2.0,            259.0
       0.25,       17500.0,       20.0,                    156.025,              -7.41875,          253.806
        0.3,       17500.0,       20.0,                      157.0,                 -16.7,            247.2
       0.35,       17500.0,       20.0,                    157.075,              -25.7812,          239.344
        0.4,       17500.0,       20.0,                      156.5,                 -34.6,            230.4
       0.45,       17500.0,       20.0,                    156.144,              -43.0875,          220.706
        0.5,       17500.0,       20.0,                      154.4,                 -51.2,            209.9
       0.55,       17500.0,       20.0,                    150.281,              -58.8875,          197.794
        0.6,       17500.0,       20.0,                      142.8,                 -66.1,            184.2
        0.0,       17500.0,       22.0,                    204.798,                49.164,          288.244
       0.05,       17500.0,       22.0,                    220.159,               39.0309,          292.893
        0.1,       17500.0,       22.0,                    231.925,               28.7793,          294.846
       0.15,       17500.0,       22.0,                    240.519,               18.4754,          294.348
        0.2,       17500.0,       22.0,                    246.362,               8.18557,          291.645
       0.25,       17500.0,       22.0,                    249.877,              -2.02378,          286.984
        0.3,       17500.0,       22.0,                    251.486,              -12.0863,           280.61
       0.35,       17500.0,       22.0,                    251.613,              -21.9358,          272.769
        0.4,       17500.0,       22.0,                     250.68,              -31.5058,          263.708
       0.45,       17500.0,       22.0,                    250.112,              -40.7154,          254.009
        0.5,       17500.0,       22.0,                    247.323,               -49.542,          242.907
       0.55,       17500.0,       22.0,                    240.729,              -57.9482,          229.971
        0.6,       17500.0,       22.0,                    228.748,               -65.897,          214.773
        0.0,       17500.0,       24.0,                    281.749,               56.9925,          315.478
       0.05,       17500.0,       24.0,                    302.738,               46.5841,          322.783
        0.1,       17500.0,       24.0,                    318.823,               35.9597,          326.748
       0.15,       17500.0,       24.0,                    330.577,               25.2002,          327.698
        0.2,       17500.0,       24.0,                    338.575,               14.3866,          325.961
       0.25,       17500.0,       24.0,                    343.392,               3.59969,          321.864
        0.3,       17500.0,       24.0,                    345.603,              -7.07955,          315.732
       0.35,       17500.0,       24.0,                    345.783,              -17.5702,          307.892
        0.4,       17500.0,       24.0,                    344.506,              -27.7914,          298.671
       0.45,       17500.0,       24.0,                    343.721,              -37.6304,          288.902
        0.5,       17500.0,       24.0,                    339.882,              -47.1016,          277.391
       0.55,       17500.0,       24.0,                    330.817,              -56.1877,           263.45
        0.6,       17500.0,       24.0,                    314.354,              -64.8712,          246.394
        0.0,       17500.0,       26.0,                    358.991,               63.9491,          344.101
       0.05,       17500.0,       26.0,                    385.477,               53.6025,          354.034
        0.1,       17500.0,       26.0,                    405.777,               42.8805,          359.997
       0.15,       17500.0,       26.0,                    420.616,               31.8868,           362.39
        0.2,       17500.0,       26.0,                    430.717,               20.7248,          361.615
       0.25,       17500.0,       26.0,                    436.803,               9.49817,          358.074
        0.3,       17500.0,       26.0,                    439.597,              -1.68959,          352.169
       0.35,       17500.0,       26.0,                    439.822,              -12.7349,            344.3
        0.4,       17500.0,       26.0,                    438.202,              -23.5341,           334.87
       0.45,       17500.0,       26.0,                    437.203,              -33.9258,          324.952
        0.5,       17500.0,       26.0,                    432.318,              -43.9803,          312.931
       0.55,       17500.0,       26.0,                    420.787,              -53.7098,          297.864
        0.6,       17500.0,       26.0,                    399.846,              -63.1268,          278.808
        0.0,       17500.0,       28.0,                    435.374,               70.7419,          374.234
       0.05,       17500.0,       28.0,                    467.792,               60.6351,          386.612
        0.1,       17500.0,       28.0,                    492.613,               49.9482,          394.434
       0.15,       17500.0,       28.0,                    510.733,               38.8157,          398.168
        0.2,       17500.0,       28.0,                    523.044,               27.3721,           398.28
       0.25,       17500.0,       28.0,                     530.44,               15.7517,          395.236
        0.3,       17500.0,       28.0,                    533.815,               4.08923,          389.504
       0.35,       17500.0,       28.0,                    534.062,              -7.48102,          381.549
        0.4,       17500.0,       28.0,                    532.076,              -18.8246,          371.838
       0.45,       17500.0,       28.0,                    530.882,              -29.7105,          361.653
        0.5,       17500.0,       28.0,                    524.977,              -40.2936,          349.014
       0.55,       17500.0,       28.0,                    510.989,              -50.6319,          332.757
        0.6,       17500.0,       28.0,                    485.546,              -60.7838,          311.716
        0.0,       17500.0,       30.0,                      511.3,                  77.9,            405.5
       0.05,       17500.0,       30.0,                    549.888,               67.9812,           420.15
        0.1,       17500.0,       30.0,                      579.4,                  57.3,            429.7
       0.15,       17500.0,       30.0,                    600.913,               46.0187,          434.675
        0.2,       17500.0,       30.0,                      615.5,                  34.3,            435.6
       0.25,       17500.0,       30.0,                    624.237,               22.3062,            433.0
        0.3,       17500.0,       30.0,                      628.2,                  10.2,            427.4
       0.35,       17500.0,       30.0,                    628.462,              -1.85625,          419.325
        0.4,       17500.0,       30.0,                      626.1,                 -13.7,            409.3
       0.45,       17500.0,       30.0,                    624.719,              -25.0312,            398.8
        0.5,       17500.0,       30.0,                      617.8,                 -36.1,            385.5
       0.55,       17500.0,       30.0,                    601.356,              -47.0187,          368.025
        0.6,       17500.0,       30.0,                      571.4,                 -57.9,            345.0
        0.0,       17500.0,       32.0,                    588.056,               86.2904,          437.185
       0.05,       17500.0,       32.0,                     632.43,                76.068,          454.037
        0.1,       17500.0,       32.0,                    666.371,               65.0662,          465.249
       0.15,       17500.0,       32.0,                    691.117,               53.4482,          471.408
        0.2,       17500.0,       32.0,                    707.901,               41.3769,          473.101
       0.25,       17500.0,       32.0,                    717.958,                29.015,          470.914
        0.3,       17500.0,       32.0,                    722.524,               16.5256,          465.435
       0.35,       17500.0,       32.0,                    722.832,               4.07159,          457.249
        0.4,       17500.0,       32.0,                    720.118,              -8.18418,          446.943
       0.45,       17500.0,       32.0,                    718.525,              -19.9186,          436.213
        0.5,       17500.0,       32.0,                    710.561,              -31.4492,           422.32
       0.55,       17500.0,       32.0,                    691.645,              -42.9336,          403.632
        0.6,       17500.0,       32.0,                    657.192,              -54.5292,           378.52
        0.0,       17500.0,       34.0,                    664.932,               94.4414,          470.268
       0.05,       17500.0,       34.0,                    714.972,                84.079,          488.859
        0.1,       17500.0,       34.0,                    753.262,               72.8844,          501.402
       0.15,       17500.0,       34.0,                     781.19,               61.0267,          508.526
        0.2,       17500.0,       34.0,                    800.145,               48.6752,          510.863
       0.25,       17500.0,       34.0,                    811.514,               35.9989,          509.043
        0.3,       17500.0,       34.0,                    816.686,               23.1668,          503.698
       0.35,       17500.0,       34.0,                    817.049,                10.348,          495.457
        0.4,       17500.0,       34.0,                    813.991,              -2.28828,          484.951
       0.45,       17500.0,       34.0,                     812.18,              -14.3859,          474.078
        0.5,       17500.0,       34.0,                    803.165,              -26.3371,          459.669
       0.55,       17500.0,       34.0,                    781.775,              -38.3472,          439.826
        0.6,       17500.0,       34.0,                     742.84,              -50.6211,          412.645
        0.0,       17500.0,       36.0,                    741.594,               101.774,          503.643
       0.05,       17500.0,       36.0,                    797.345,               91.6851,          523.937
        0.1,       17500.0,       36.0,                    840.012,               80.6016,          537.803
       0.15,       17500.0,       36.0,                     871.14,               68.7159,          545.911
        0.2,       17500.0,       36.0,                    892.272,               56.2206,          548.932
       0.25,       17500.0,       36.0,                    904.954,               43.3083,          547.535
        0.3,       17500.0,       36.0,                    910.729,               30.1715,           542.39
       0.35,       17500.0,       36.0,                    911.142,               17.0028,          534.167
        0.4,       17500.0,       36.0,                    907.737,                3.9949,          523.537
       0.45,       17500.0,       36.0,                    905.712,              -8.43436,          512.595
        0.5,       17500.0,       36.0,                    895.652,              -20.7684,          497.732
       0.55,       17500.0,       36.0,                    871.796,              -33.2653,          476.764
        0.6,       17500.0,       36.0,                    828.383,              -46.1833,          447.508
        0.0,       17500.0,       38.0,                    817.726,               109.018,          529.934
       0.05,       17500.0,       38.0,                    879.598,               99.2665,          554.854
        0.1,       17500.0,       38.0,                    926.924,               88.3699,          572.219
       0.15,       17500.0,       38.0,                    961.426,               76.5389,          582.842
        0.2,       17500.0,       38.0,                    984.826,               63.9841,          587.539
       0.25,       17500.0,       38.0,                    998.848,               50.9165,          587.125
        0.3,       17500.0,       38.0,                    1005.21,               37.5469,          582.414
       0.35,       17500.0,       38.0,                    1005.65,               24.0859,          574.221
        0.4,       17500.0,       38.0,                    1001.87,               10.7446,           563.36
       0.45,       17500.0,       38.0,                    999.652,              -2.00814,          552.318
        0.5,       17500.0,       38.0,                    988.572,              -14.7363,          536.899
       0.55,       17500.0,       38.0,                    962.254,              -27.7458,          514.579
        0.6,       17500.0,       38.0,                    914.324,              -41.3425,          482.836
        0.0,       17500.0,       40.0,                      896.1,                 117.7,            563.5
       0.05,       17500.0,       40.0,                     963.05,               107.894,          590.681
        0.1,       17500.0,       40.0,                     1014.3,                  96.9,            609.8
       0.15,       17500.0,       40.0,                     1051.7,               84.9312,          621.719
        0.2,       17500.0,       40.0,                     1077.1,                  72.2,            627.3
       0.25,       17500.0,       40.0,                    1092.35,               58.9188,          627.406
        0.3,       17500.0,       40.0,                     1099.3,                  45.3,            622.9
       0.35,       17500.0,       40.0,                     1099.8,               31.5562,          614.644
        0.4,       17500.0,       40.0,                     1095.7,                  17.9,            603.5
       0.45,       17500.0,       40.0,                    1093.25,               4.81875,          592.131
        0.5,       17500.0,       40.0,                     1081.1,                  -8.3,            576.0
       0.55,       17500.0,       40.0,                     1052.3,              -21.7937,          552.369
        0.6,       17500.0,       40.0,                      999.9,                 -36.0,            518.5
        0.0,       17500.0,       42.0,                     973.34,               123.569,           596.68
       0.05,       17500.0,       42.0,                    1045.77,               114.936,          626.483
        0.1,       17500.0,       42.0,                    1101.24,               104.696,          647.571
       0.15,       17500.0,       42.0,                    1141.75,               93.1287,          660.883
        0.2,       17500.0,       42.0,                    1169.28,               80.5133,          667.357
       0.25,       17500.0,       42.0,                    1185.83,               67.1286,          667.935
        0.3,       17500.0,       42.0,                    1193.39,               53.2537,          663.554
       0.35,       17500.0,       42.0,                    1193.97,               39.1677,          655.154
        0.4,       17500.0,       42.0,                    1189.54,               25.1496,          643.674
       0.45,       17500.0,       42.0,                    1186.87,               11.8489,          632.019
        0.5,       17500.0,       42.0,                    1173.66,              -1.56648,          615.233
       0.55,       17500.0,       42.0,                    1142.37,              -15.5583,          590.327
        0.6,       17500.0,       42.0,                    1085.48,              -30.5882,           554.31
        0.0,       17500.0,       44.0,                    1049.07,                 131.5,          629.682
       0.05,       17500.0,       44.0,                     1127.8,               123.305,          662.369
        0.1,       17500.0,       44.0,                    1188.04,               113.324,          685.613
       0.15,       17500.0,       44.0,                    1231.99,               101.859,          700.441
        0.2,       17500.0,       44.0,                    1261.82,               89.2139,          707.883
       0.25,       17500.0,       44.0,                    1279.72,               75.6909,          708.968
        0.3,       17500.0,       44.0,                    1287.86,               61.5934,          704.723
       0.35,       17500.0,       44.0,                    1288.44,               47.2245,          696.179
        0.4,       17500.0,       44.0,                    1283.64,                32.887,          684.363
       0.45,       17500.0,       44.0,                    1280.81,               19.3039,          672.469
        0.5,       17500.0,       44.0,                    1266.61,               5.51906,          655.031
       0.55,       17500.0,       44.0,                    1232.87,              -9.00356,          628.745
        0.6,       17500.0,       44.0,                    1171.41,              -24.8002,          590.308
        0.0,       17500.0,       46.0,                    1126.06,               139.818,          662.121
       0.05,       17500.0,       46.0,                    1210.34,               131.971,          698.015
        0.1,       17500.0,       46.0,                    1274.86,               122.181,          723.633
       0.15,       17500.0,       46.0,                    1321.94,               110.772,          740.111
        0.2,       17500.0,       46.0,                    1353.92,               98.0704,          748.588
       0.25,       17500.0,       46.0,                    1373.13,               84.4016,          750.201
        0.3,       17500.0,       46.0,                    1381.88,               70.0909,          746.087
       0.35,       17500.0,       46.0,                    1382.52,               55.4639,          737.383
        0.4,       17500.0,       46.0,                    1377.36,                40.846,          725.228
       0.45,       17500.0,       46.0,                    1374.28,               27.0255,           713.13
        0.5,       17500.0,       46.0,                     1359.0,               12.9394,          695.112
       0.55,       17500.0,       46.0,                    1322.79,              -2.01271,          667.565
        0.6,       17500.0,       46.0,                    1256.93,              -18.4311,          626.884
        0.0,       17500.0,       48.0,                    1202.57,               148.607,          696.872
       0.05,       17500.0,       48.0,                    1292.78,               141.027,          735.157
        0.1,       17500.0,       48.0,                    1361.83,               131.365,          762.581
       0.15,       17500.0,       48.0,                    1412.21,               119.967,          780.355
        0.2,       17500.0,       48.0,                    1446.42,               107.182,          789.687
       0.25,       17500.0,       48.0,                    1466.95,               93.3561,          791.786
        0.3,       17500.0,       48.0,                     1476.3,               78.8369,           787.86
       0.35,       17500.0,       48.0,                    1476.97,               63.9714,          779.119
        0.4,       17500.0,       48.0,                    1471.46,               49.1069,           766.77
       0.45,       17500.0,       48.0,                    1468.17,               35.1165,          754.604
        0.5,       17500.0,       48.0,                    1451.86,               20.7696,          736.089
       0.55,       17500.0,       48.0,                    1413.19,               5.36176,          707.273
        0.6,       17500.0,       48.0,                    1342.81,              -11.8118,          664.206
        0.0,       17500.0,       50.0,                     1280.9,                 159.4,            733.6
       0.05,       17500.0,       50.0,                    1376.21,               151.206,          773.406
        0.1,       17500.0,       50.0,                     1449.2,                 141.1,            802.1
       0.15,       17500.0,       50.0,                    1502.49,               129.394,          820.894
        0.2,       17500.0,       50.0,                     1538.7,                 116.4,            831.0
       0.25,       17500.0,       50.0,                    1560.46,               102.431,          833.631
        0.3,       17500.0,       50.0,                     1570.4,                  87.8,            830.0
       0.35,       17500.0,       50.0,                    1571.14,               72.8188,          821.319
        0.4,       17500.0,       50.0,                     1565.3,                  57.8,            808.8
       0.45,       17500.0,       50.0,                    1561.78,               43.5812,          796.344
        0.5,       17500.0,       50.0,                     1544.4,                  28.9,            777.1
       0.55,       17500.0,       50.0,                    1503.24,               13.0188,          746.906
        0.6,       17500.0,       50.0,                     1428.4,                  -4.8,            701.6
        0.0,       20000.0,       20.0,                      162.5,                  41.8,            294.8
       0.05,       20000.0,       20.0,                    157.781,               31.6875,            293.4
        0.1,       20000.0,       20.0,                      155.2,                  21.7,            290.7
       0.15,       20000.0,       20.0,                    154.344,               11.8625,           286.75
        0.2,       20000.0,       20.0,                      154.8,                   2.2,            281.6
       0.25,       20000.0,       20.0,                    156.156,               -7.2625,            275.3
        0.3,       20000.0,       20.0,                      158.0,                 -16.5,            267.9
       0.35,       20000.0,       20.0,                    159.919,              -25.4875,           259.45
        0.4,       20000.0,       20.0,                      161.5,                 -34.2,            250.0
       0.45,       20000.0,       20.0,                    162.156,              -42.6188,          239.581
        0.5,       20000.0,       20.0,                      162.0,                 -50.7,            228.3
       0.55,       20000.0,       20.0,                    160.969,              -58.4063,          216.244
        0.6,       20000.0,       20.0,                      159.0,                 -65.7,            203.5
