# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Tailpipe Thrust (lbf), Fuel Flow (lb/h)
        0.4,        3000.0,       22.0,                    143.636,              -35.7081,          182.962
       0.45,        3000.0,       22.0,                     138.97,              -44.2614,          173.467
        0.5,        3000.0,       22.0,                    134.028,              -52.3429,          163.348
       0.55,        3000.0,       22.0,                     128.91,              -59.8893,          152.718
        0.6,        3000.0,       22.0,                    123.715,              -66.8372,          141.688
        0.0,        3000.0,       24.0,                    223.924,               48.7459,          252.576
       0.05,        3000.0,       24.0,                    223.503,               38.0462,          251.789
        0.1,        3000.0,       24.0,                    222.147,               27.3055,          249.494
       0.15,        3000.0,       24.0,                    219.913,               16.5958,          245.758
        0.2,        3000.0,       24.0,                    216.858,               5.98932,          240.649
       0.25,        3000.0,       24.0,                    213.041,              -4.44196,          234.234
        0.3,        3000.0,       24.0,                     208.53,              -14.6235,          226.557
       0.35,        3000.0,       24.0,                    203.289,              -24.5006,          217.851
        0.4,        3000.0,       24.0,                    197.398,              -34.0063,          208.242
       0.45,        3000.0,       24.0,                    190.993,              -43.0698,          197.832
        0.5,        3000.0,       24.0,                    184.194,              -51.6217,          186.729
       0.55,        3000.0,       24.0,                    177.123,              -59.5922,           175.04
        0.6,        3000.0,       24.0,                    169.901,              -66.9118,          162.872
        0.0,        3000.0,       26.0,                    284.876,               54.7864,           280.87
       0.05,        3000.0,       26.0,                    284.277,                43.619,          280.038
        0.1,        3000.0,       26.0,                    282.553,               32.3945,          277.552
       0.15,        3000.0,       26.0,                    279.748,               21.1843,          273.487
        0.2,        3000.0,       26.0,                    275.902,               10.0602,          267.915
       0.25,        3000.0,       26.0,                    271.059,             -0.906369,          260.912
        0.3,        3000.0,       26.0,                    265.253,              -11.6467,          252.522
       0.35,        3000.0,       26.0,                    258.568,               -22.069,          243.029
        0.4,        3000.0,       26.0,                    251.102,              -32.0904,           232.58
       0.45,        3000.0,       26.0,                    242.976,               -41.628,          221.291
        0.5,        3000.0,       26.0,                    234.306,              -50.5991,          209.285
       0.55,        3000.0,       26.0,                    225.206,              -58.9207,          196.686
        0.6,        3000.0,       26.0,                    215.791,              -66.5099,          183.617
        0.0,        3000.0,       28.0,                      345.9,                60.832,          308.624
       0.05,        3000.0,       28.0,                    345.197,               49.1844,          307.719
        0.1,        3000.0,       28.0,                    343.119,               37.4765,          305.025
       0.15,        3000.0,       28.0,                    339.718,               25.7791,          300.626
        0.2,        3000.0,       28.0,                    335.044,               14.1634,          294.605
       0.25,        3000.0,       28.0,                     329.15,               2.70004,          287.046
        0.3,        3000.0,       28.0,                    322.073,              -8.54637,          278.004
       0.35,        3000.0,       28.0,                    313.955,              -19.4582,          267.777
        0.4,        3000.0,       28.0,                    304.909,              -29.9492,          256.507
       0.45,        3000.0,       28.0,                    295.054,              -39.9411,          244.293
        0.5,        3000.0,       28.0,                    284.508,              -49.3536,          231.247
       0.55,        3000.0,       28.0,                    273.389,              -58.1065,          217.477
        0.6,        3000.0,       28.0,                    261.816,              -66.1194,          203.096
        0.0,        3000.0,       30.0,                      407.0,                  66.9,            336.1
       0.05,        3000.0,       30.0,                    406.231,               54.7831,          335.111
        0.1,        3000.0,       30.0,                      403.8,                  42.6,            332.2
       0.15,        3000.0,       30.0,                    399.783,               30.4253,          327.464
        0.2,        3000.0,       30.0,                    394.258,               18.3338,          320.999
       0.25,        3000.0,       30.0,                      387.3,                   6.4,            312.9
        0.3,        3000.0,       30.0,                    378.976,              -5.30729,          303.239
       0.35,        3000.0,       30.0,                    369.434,               -16.668,          292.295
        0.4,        3000.0,       30.0,                      358.8,                 -27.6,            280.2
       0.45,        3000.0,       30.0,                    347.211,              -38.0347,          267.037
        0.5,        3000.0,       30.0,                      334.8,                 -47.9,            252.9
       0.55,        3000.0,       30.0,                    321.702,              -57.1239,          237.886
        0.6,        3000.0,       30.0,                     308.05,              -65.6344,          222.089
        0.0,        3000.0,       32.0,                    468.161,               72.9553,           363.58
       0.05,        3000.0,       32.0,                    467.238,               60.4663,          362.551
        0.1,        3000.0,       32.0,                    464.425,               47.8574,          359.441
       0.15,        3000.0,       32.0,                    459.804,               35.2233,          354.363
        0.2,        3000.0,       32.0,                    453.454,               22.6584,          347.431
       0.25,        3000.0,       32.0,                    445.457,               10.2573,          338.758
        0.3,        3000.0,       32.0,                    435.877,              -1.88225,          328.442
       0.35,        3000.0,       32.0,                    424.905,              -13.6893,          316.711
        0.4,        3000.0,       32.0,                    412.691,              -25.0764,          303.732
       0.45,        3000.0,       32.0,                    399.387,              -35.9514,          289.665
        0.5,        3000.0,       32.0,                    385.147,              -46.2231,          274.674
       0.55,        3000.0,       32.0,                    370.123,              -55.8007,           258.92
        0.6,        3000.0,       32.0,                    354.467,              -64.5932,          242.565
        0.0,        3000.0,       34.0,                    529.181,               79.0714,          390.953
       0.05,        3000.0,       34.0,                    528.109,               66.2159,          389.854
        0.1,        3000.0,       34.0,                    524.917,               53.1954,          386.542
       0.15,        3000.0,       34.0,                    519.692,               40.1205,          381.133
        0.2,        3000.0,       34.0,                    512.523,                27.102,          373.745
       0.25,        3000.0,       34.0,                      503.5,               14.2506,          364.496
        0.3,        3000.0,       34.0,                    492.695,               1.68676,          353.485
       0.35,        3000.0,       34.0,                    480.293,              -10.5493,          340.947
        0.4,        3000.0,       34.0,                    466.472,              -22.3693,          327.089
       0.45,        3000.0,       34.0,                    451.437,              -33.6722,          312.134
        0.5,        3000.0,       34.0,                    435.384,              -44.3602,          296.302
       0.55,        3000.0,       34.0,                    418.512,              -54.3355,          279.812
        0.6,        3000.0,       34.0,                    401.017,              -63.5003,          262.882
        0.0,        3000.0,       36.0,                    590.053,               85.2485,          418.198
       0.05,        3000.0,       36.0,                    588.871,               72.0079,          416.995
        0.1,        3000.0,       36.0,                    585.312,               58.5865,          413.477
       0.15,        3000.0,       36.0,                    579.482,               45.0987,          407.754
        0.2,        3000.0,       36.0,                     571.49,               31.6587,          399.931
       0.25,        3000.0,       36.0,                    561.444,               18.3808,          390.117
        0.3,        3000.0,       36.0,                    549.444,               5.38798,          378.389
       0.35,        3000.0,       36.0,                    535.615,              -7.26429,          365.063
        0.4,        3000.0,       36.0,                    520.163,              -19.4916,          350.362
       0.45,        3000.0,       36.0,                    503.367,              -31.2074,           334.51
        0.5,        3000.0,       36.0,                    485.487,              -42.3257,          317.729
       0.55,        3000.0,       36.0,                    466.783,              -52.7606,          300.242
        0.6,        3000.0,       36.0,                    447.515,              -62.4261,          282.273
        0.0,        3000.0,       38.0,                    651.293,               91.2985,          445.325
       0.05,        3000.0,       38.0,                    650.003,               77.7535,          444.142
        0.1,        3000.0,       38.0,                    646.072,               64.0065,          440.459
       0.15,        3000.0,       38.0,                    639.625,               50.1704,          434.413
        0.2,        3000.0,       38.0,                    630.789,               36.3582,           426.14
       0.25,        3000.0,       38.0,                     619.69,               22.6828,          415.778
        0.3,        3000.0,       38.0,                    606.447,               9.26359,           403.44
       0.35,        3000.0,       38.0,                    591.211,              -3.83605,          389.423
        0.4,        3000.0,       38.0,                     574.19,               -16.509,          373.922
       0.45,        3000.0,       38.0,                    555.637,              -28.6321,          357.109
        0.5,        3000.0,       38.0,                    535.796,              -40.0859,          339.162
       0.55,        3000.0,       38.0,                    514.909,              -50.7514,          320.257
        0.6,        3000.0,       38.0,                    493.221,              -60.5094,          300.572
        0.0,        3000.0,       40.0,                      712.3,                  97.5,            472.5
       0.05,        3000.0,       40.0,                    710.902,               83.5265,          471.139
        0.1,        3000.0,       40.0,                      706.6,                  69.4,            467.2
       0.15,        3000.0,       40.0,                    699.536,               55.2103,          460.811
        0.2,        3000.0,       40.0,                    689.855,               41.0471,          452.102
       0.25,        3000.0,       40.0,                      677.7,                  27.0,            441.2
        0.3,        3000.0,       40.0,                     663.21,                13.145,          428.209
       0.35,        3000.0,       40.0,                    646.531,             -0.315952,          413.435
        0.4,        3000.0,       40.0,                      627.9,                 -13.3,            397.1
       0.45,        3000.0,       40.0,                    607.626,               -25.776,          379.416
        0.5,        3000.0,       40.0,                      586.0,                 -37.7,            360.6
       0.55,        3000.0,       40.0,                    563.313,              -49.0279,          340.866
        0.6,        3000.0,       40.0,                    539.857,              -59.7156,          320.431
        0.0,        3000.0,       42.0,                    773.209,               103.733,          499.609
       0.05,        3000.0,       42.0,                    771.753,               89.4977,          498.285
        0.1,        3000.0,       42.0,                    767.116,               75.0156,          494.156
       0.15,        3000.0,       42.0,                     759.46,               60.4125,           487.39
        0.2,        3000.0,       42.0,                    748.946,               45.8139,          478.157
       0.25,        3000.0,       42.0,                    735.735,               31.3456,          466.628
        0.3,        3000.0,       42.0,                    719.982,               17.1345,          452.954
       0.35,        3000.0,       42.0,                    701.892,               3.31019,          437.416
        0.4,        3000.0,       42.0,                    681.703,              -10.0484,          420.253
       0.45,        3000.0,       42.0,                    659.692,              -22.8987,          401.713
        0.5,        3000.0,       42.0,                    636.124,               -35.189,          382.042
       0.55,        3000.0,       42.0,                    611.265,              -46.8679,          361.484
        0.6,        3000.0,       42.0,                    585.382,              -57.8835,          340.285
        0.0,        3000.0,       44.0,                    834.441,               109.983,          526.877
       0.05,        3000.0,       44.0,                    832.778,               95.3864,          525.434
        0.1,        3000.0,       44.0,                    827.774,               80.5754,          521.096
       0.15,        3000.0,       44.0,                    819.561,               65.6563,          514.016
        0.2,        3000.0,       44.0,                    808.273,               50.7357,          504.351
       0.25,        3000.0,       44.0,                    794.043,               35.9204,          492.254
        0.3,        3000.0,       44.0,                    776.973,               21.3092,          477.844
       0.35,        3000.0,       44.0,                    757.411,               7.07646,          461.528
        0.4,        3000.0,       44.0,                    735.625,              -6.68676,          443.551
       0.45,        3000.0,       44.0,                    711.892,              -19.9291,           424.12
        0.5,        3000.0,       44.0,                    686.487,              -32.5893,          403.448
       0.55,        3000.0,       44.0,                    659.687,              -44.6061,          381.753
        0.6,        3000.0,       44.0,                    631.766,              -55.9182,          359.249
        0.0,        3000.0,       46.0,                    895.366,               116.266,          553.978
       0.05,        3000.0,       46.0,                    893.603,               101.391,          552.445
        0.1,        3000.0,       46.0,                    888.226,               86.2668,          547.898
       0.15,        3000.0,       46.0,                    879.391,               71.0063,          540.495
        0.2,        3000.0,       46.0,                    867.251,               55.7225,          530.392
       0.25,        3000.0,       46.0,                    851.963,               40.5282,          517.746
        0.3,        3000.0,       46.0,                    833.647,               25.5268,          502.681
       0.35,        3000.0,       46.0,                    812.698,                10.914,          485.575
        0.4,        3000.0,       46.0,                    789.375,              -3.21595,          466.704
       0.45,        3000.0,       46.0,                    763.917,              -16.8167,           446.34
        0.5,        3000.0,       46.0,                    736.568,              -29.8301,          424.758
       0.55,        3000.0,       46.0,                    707.571,              -42.1979,          402.231
        0.6,        3000.0,       46.0,                    677.171,              -53.8618,          379.033
        0.0,        3000.0,       48.0,                    956.504,               122.647,          581.294
       0.05,        3000.0,       48.0,                    954.619,               107.499,          579.692
        0.1,        3000.0,       48.0,                    948.884,               92.0462,          574.926
       0.15,        3000.0,       48.0,                    939.459,               76.4239,          567.168
        0.2,        3000.0,       48.0,                    926.506,               60.7683,           556.59
       0.25,        3000.0,       48.0,                    910.183,               45.2156,          543.363
        0.3,        3000.0,       48.0,                    890.613,               29.9096,          527.629
       0.35,        3000.0,       48.0,                     868.22,               14.9352,          509.762
        0.4,        3000.0,       48.0,                    843.297,              0.394429,          490.036
       0.45,        3000.0,       48.0,                    816.122,               -13.615,          468.715
        0.5,        3000.0,       48.0,                    786.979,              -26.9942,          446.067
       0.55,        3000.0,       48.0,                    756.151,              -39.6445,           422.36
        0.6,        3000.0,       48.0,                     723.92,              -51.4669,          397.862
        0.0,        3000.0,       50.0,                     1017.5,                 129.0,            608.4
       0.05,        3000.0,       50.0,                    1015.51,               113.544,          606.821
        0.1,        3000.0,       50.0,                     1009.4,                  97.8,            601.9
       0.15,        3000.0,       50.0,                    999.349,               81.8937,          593.828
        0.2,        3000.0,       50.0,                    985.552,               65.9517,          582.798
       0.25,        3000.0,       50.0,                      968.2,                  50.1,            569.0
        0.3,        3000.0,       50.0,                    947.464,               34.4734,          552.595
       0.35,        3000.0,       50.0,                     923.66,               19.1306,          534.005
        0.4,        3000.0,       50.0,                      897.1,                   4.2,            513.5
       0.45,        3000.0,       50.0,                    868.133,              -10.1604,          491.317
        0.5,        3000.0,       50.0,                      837.1,                 -23.8,            467.7
       0.55,        3000.0,       50.0,                    804.341,              -36.5682,          442.894
        0.6,        3000.0,       50.0,                    770.198,              -48.3144,          417.143
        0.0,        5000.0,       20.0,                      110.4,                  37.1,            200.5
       0.05,        5000.0,       20.0,                    110.238,               27.4563,          199.844
        0.1,        5000.0,       20.0,                      109.6,                  17.8,            197.9
       0.15,        5000.0,       20.0,                    108.513,               8.19375,          194.731
        0.2,        5000.0,       20.0,                      107.0,                  -1.3,            190.4
       0.25,        5000.0,       20.0,                    105.075,              -10.6125,          184.944
        0.3,        5000.0,       20.0,                      102.8,                 -19.7,            178.5
       0.35,        5000.0,       20.0,                    100.244,              -28.5188,          171.181
        0.4,        5000.0,       20.0,                       97.4,                 -37.0,            163.1
       0.45,        5000.0,       20.0,                    94.2813,              -45.0813,          154.369
        0.5,        5000.0,       20.0,                       90.9,                 -52.7,            145.1
       0.55,        5000.0,       20.0,                    87.2687,              -59.7938,          135.406
        0.6,        5000.0,       20.0,                       83.4,                 -66.3,            125.4
        0.0,        5000.0,       22.0,                    176.866,               43.9646,          232.745
       0.05,        5000.0,       22.0,                      176.5,               33.7396,          232.065
        0.1,        5000.0,       22.0,                    175.419,               23.4382,          229.922
       0.15,        5000.0,       22.0,                     173.66,               13.1466,          226.401
        0.2,        5000.0,       22.0,                    171.261,               2.95097,          221.586
       0.25,        5000.0,       22.0,                    168.266,              -7.05052,          215.555
        0.3,        5000.0,       22.0,                    164.691,              -16.8076,          208.415
       0.35,        5000.0,       22.0,                     160.53,              -26.2585,          200.246
        0.4,        5000.0,       22.0,                    155.888,              -35.3396,          191.205
       0.45,        5000.0,       22.0,                    150.844,              -43.9876,          181.428
        0.5,        5000.0,       22.0,                    145.474,              -52.1394,          171.054
       0.55,        5000.0,       22.0,                    139.857,              -59.7318,          160.219
        0.6,        5000.0,       22.0,                    134.069,              -66.7015,          149.061
        0.0,        5000.0,       24.0,                    243.053,               50.6064,          263.783
       0.05,        5000.0,       24.0,                     242.57,               39.8113,           263.04
        0.1,        5000.0,       24.0,                    241.089,               28.9291,          260.688
       0.15,        5000.0,       24.0,                    238.669,               18.0453,          256.814
        0.2,        5000.0,       24.0,                    235.364,               7.24539,          251.504
       0.25,        5000.0,       24.0,                    231.246,              -3.38291,          244.826
        0.3,        5000.0,       24.0,                    226.331,                -13.76,          236.922
       0.35,        5000.0,       24.0,                    220.614,              -23.7945,            227.9
        0.4,        5000.0,       24.0,                    214.238,               -33.434,          217.929
       0.45,        5000.0,       24.0,                     207.31,              -42.6166,          207.165
        0.5,        5000.0,       24.0,                    199.937,                -51.28,          195.764
       0.55,        5000.0,       24.0,                    192.225,              -59.3622,          183.879
        0.6,        5000.0,       24.0,                    184.281,               -66.801,          171.666
        0.0,        5000.0,       26.0,                    309.147,               57.1258,          293.939
       0.05,        5000.0,       26.0,                    308.571,                45.787,          293.108
        0.1,        5000.0,       26.0,                    306.711,               34.3709,          290.542
       0.15,        5000.0,       26.0,                    303.639,               22.9544,           286.32
        0.2,        5000.0,       26.0,                    299.428,               11.6143,          280.518
       0.25,        5000.0,       26.0,                    294.155,              0.417467,          273.174
        0.3,        5000.0,       26.0,                    287.877,              -10.5286,          264.492
       0.35,        5000.0,       26.0,                     280.63,              -21.1087,          254.633
        0.4,        5000.0,       26.0,                    272.554,              -31.2787,          243.761
       0.45,        5000.0,       26.0,                     263.76,              -40.9767,          232.038
        0.5,        5000.0,       26.0,                    254.363,              -50.1408,          219.626
       0.55,        5000.0,       26.0,                    244.474,              -58.7092,          206.689
        0.6,        5000.0,       26.0,                    234.208,              -66.6198,          193.389
        0.0,        5000.0,       28.0,                    375.412,               63.6458,          323.539
       0.05,        5000.0,       28.0,                     374.67,               51.8092,          322.615
        0.1,        5000.0,       28.0,                    372.414,               39.8831,          319.839
       0.15,        5000.0,       28.0,                    368.707,                 27.95,          315.286
        0.2,        5000.0,       28.0,                    363.615,               16.0925,          309.025
       0.25,        5000.0,       28.0,                    357.183,               4.38892,          301.072
        0.3,        5000.0,       28.0,                    349.533,              -7.06534,          291.674
       0.35,        5000.0,       28.0,                    340.764,              -18.1673,          281.037
        0.4,        5000.0,       28.0,                    330.988,              -28.8616,          269.294
       0.45,        5000.0,       28.0,                    320.314,              -39.0806,          256.598
        0.5,        5000.0,       28.0,                    308.849,               -48.757,          243.098
       0.55,        5000.0,       28.0,                    296.702,              -57.8235,          228.948
        0.6,        5000.0,       28.0,                    283.981,              -66.2126,          214.298
        0.0,        5000.0,       30.0,                      441.8,                  70.2,            352.9
       0.05,        5000.0,       30.0,                    440.862,               57.9125,          351.887
        0.1,        5000.0,       30.0,                      438.2,                  45.5,            348.9
       0.15,        5000.0,       30.0,                    433.862,               33.0625,          344.012
        0.2,        5000.0,       30.0,                      427.9,                  20.7,            337.3
       0.25,        5000.0,       30.0,                    420.319,                 8.525,          328.775
        0.3,        5000.0,       30.0,                      411.3,                  -3.4,            318.7
       0.35,        5000.0,       30.0,                    400.994,                 -15.0,          307.306
        0.4,        5000.0,       30.0,                      389.5,                 -26.2,            294.7
       0.45,        5000.0,       30.0,                    376.931,               -36.925,          281.019
        0.5,        5000.0,       30.0,                      363.4,                 -47.1,            266.4
       0.55,        5000.0,       30.0,                    349.019,                -56.65,          250.981
        0.6,        5000.0,       30.0,                      333.9,                 -65.5,            234.9
        0.0,        5000.0,       32.0,                    508.133,               76.7967,          382.467
       0.05,        5000.0,       32.0,                    507.091,               64.1077,          381.392
        0.1,        5000.0,       32.0,                    504.041,               51.2444,          378.166
       0.15,        5000.0,       32.0,                    499.052,               38.3243,          372.891
        0.2,        5000.0,       32.0,                    492.191,               25.4648,          365.664
       0.25,        5000.0,       32.0,                    483.489,               12.8018,          356.535
        0.3,        5000.0,       32.0,                    473.122,              0.397206,          345.754
       0.35,        5000.0,       32.0,                    461.219,              -11.6662,          333.541
        0.4,        5000.0,       32.0,                    447.956,              -23.3152,          320.029
       0.45,        5000.0,       32.0,                    433.499,              -34.4739,          305.376
        0.5,        5000.0,       32.0,                    418.013,              -45.0667,          289.735
       0.55,        5000.0,       32.0,                    401.662,              -55.0179,          273.264
        0.6,        5000.0,       32.0,                    384.611,              -64.2518,          256.118
        0.0,        5000.0,       34.0,                    574.315,               83.4152,          411.939
       0.05,        5000.0,       34.0,                    573.213,               70.3278,          410.784
        0.1,        5000.0,       34.0,                    569.776,               57.0347,          407.333
       0.15,        5000.0,       34.0,                    564.111,               43.6618,          401.693
        0.2,        5000.0,       34.0,                    556.323,               30.3354,           393.97
       0.25,        5000.0,       34.0,                    546.505,               17.1989,          384.218
        0.3,        5000.0,       34.0,                    534.807,               4.32537,          372.697
       0.35,        5000.0,       34.0,                    521.331,              -8.18473,          359.624
        0.4,        5000.0,       34.0,                    506.316,              -20.2701,           345.18
       0.45,        5000.0,       34.0,                    489.968,              -31.8595,          329.553
        0.5,        5000.0,       34.0,                    472.491,               -42.882,          312.934
       0.55,        5000.0,       34.0,                    454.091,              -53.2664,          295.512
        0.6,        5000.0,       34.0,                    434.973,              -62.9416,          277.477
        0.0,        5000.0,       36.0,                    640.395,               90.0589,          441.217
       0.05,        5000.0,       36.0,                    639.223,                76.549,          439.961
        0.1,        5000.0,       36.0,                    635.386,               62.8403,           436.31
       0.15,        5000.0,       36.0,                    629.032,               49.0516,          430.351
        0.2,        5000.0,       36.0,                    620.308,               35.3017,          422.174
       0.25,        5000.0,       36.0,                    609.364,               21.7194,          411.794
        0.3,        5000.0,       36.0,                     596.34,               8.39317,          399.515
       0.35,        5000.0,       36.0,                    581.344,              -4.56402,          385.575
        0.4,        5000.0,       36.0,                    564.621,              -17.0976,           370.19
       0.45,        5000.0,       36.0,                    546.381,              -29.1383,          353.583
        0.5,        5000.0,       36.0,                    526.836,              -40.6171,          335.976
       0.55,        5000.0,       36.0,                    506.196,              -51.4647,          317.593
        0.6,        5000.0,       36.0,                    484.672,               -61.612,          298.655
        0.0,        5000.0,       38.0,                    706.924,               96.7873,          470.388
       0.05,        5000.0,       38.0,                    705.497,               82.8257,           469.09
        0.1,        5000.0,       38.0,                    701.235,               68.7208,          465.232
       0.15,        5000.0,       38.0,                    694.255,               54.5633,          458.923
        0.2,        5000.0,       38.0,                    684.676,               40.4438,          450.272
       0.25,        5000.0,       38.0,                    672.586,               26.4488,          439.324
        0.3,        5000.0,       38.0,                    658.194,                12.682,          426.379
       0.35,        5000.0,       38.0,                    641.661,             -0.761423,          411.688
        0.4,        5000.0,       38.0,                     623.23,              -13.7694,           395.44
       0.45,        5000.0,       38.0,                    603.125,              -26.2339,          377.838
        0.5,        5000.0,       38.0,                     581.57,              -38.0471,          359.088
       0.55,        5000.0,       38.0,                    558.786,               -49.101,          339.394
        0.6,        5000.0,       38.0,                    534.997,              -59.2877,           318.96
        0.0,        5000.0,       40.0,                      773.1,                 103.5,            499.6
       0.05,        5000.0,       40.0,                     771.55,               89.1875,          498.188
        0.1,        5000.0,       40.0,                      766.9,                  74.7,            494.1
       0.15,        5000.0,       40.0,                    759.275,               60.1375,          487.437
        0.2,        5000.0,       40.0,                      748.8,                  45.6,            478.3
       0.25,        5000.0,       40.0,                    735.556,               31.1812,            466.7
        0.3,        5000.0,       40.0,                      719.8,                  17.0,            453.0
       0.35,        5000.0,       40.0,                    701.737,               3.18125,          437.513
        0.4,        5000.0,       40.0,                      681.6,                 -10.2,            420.4
       0.45,        5000.0,       40.0,                    659.612,              -23.0563,          401.863
        0.5,        5000.0,       40.0,                      636.0,                 -35.3,            382.1
       0.55,        5000.0,       40.0,                    610.987,              -46.8438,          361.313
        0.6,        5000.0,       40.0,                      584.8,                 -57.6,            339.7
        0.0,        5000.0,       42.0,                    839.268,               110.228,          528.932
       0.05,        5000.0,       42.0,                    837.622,               95.6462,          527.449
        0.1,        5000.0,       42.0,                    832.589,               80.8134,          523.109
       0.15,        5000.0,       42.0,                    824.311,               65.8531,          516.037
        0.2,        5000.0,       42.0,                     812.93,               50.8894,          506.365
       0.25,        5000.0,       42.0,                     798.55,               36.0505,          494.143
        0.3,        5000.0,       42.0,                    781.431,               21.4472,          479.728
       0.35,        5000.0,       42.0,                    761.773,               7.20753,          463.431
        0.4,        5000.0,       42.0,                    739.872,              -6.59192,          445.435
       0.45,        5000.0,       42.0,                    716.003,              -19.8618,          425.953
        0.5,        5000.0,       42.0,                    690.439,              -32.5127,          405.201
       0.55,        5000.0,       42.0,                    663.454,              -44.4553,          383.394
        0.6,        5000.0,       42.0,                    635.321,              -55.6001,          360.745
        0.0,        5000.0,       44.0,                    905.668,               117.083,          558.231
       0.05,        5000.0,       44.0,                    903.934,               102.126,          556.744
        0.1,        5000.0,       44.0,                    898.512,               86.9369,          552.224
       0.15,        5000.0,       44.0,                    889.572,               71.6252,          544.811
        0.2,        5000.0,       44.0,                    877.285,               56.3015,          534.643
       0.25,        5000.0,       44.0,                    861.795,               41.0717,          521.777
        0.3,        5000.0,       44.0,                    843.348,               26.0597,          506.595
       0.35,        5000.0,       44.0,                    822.114,               11.3906,           489.43
        0.4,        5000.0,       44.0,                    798.457,              -2.83259,          470.487
       0.45,        5000.0,       44.0,                    772.693,              -16.5014,          449.999
        0.5,        5000.0,       44.0,                    745.138,              -29.5072,          428.204
       0.55,        5000.0,       44.0,                    716.108,              -41.7416,          405.336
        0.6,        5000.0,       44.0,                    685.918,              -53.0961,          381.632
        0.0,        5000.0,       46.0,                    971.726,               123.965,          587.488
       0.05,        5000.0,       46.0,                    969.837,               108.705,          585.869
        0.1,        5000.0,       46.0,                    964.032,               93.1604,          581.102
       0.15,        5000.0,       46.0,                    954.471,               77.4603,          573.325
        0.2,        5000.0,       46.0,                    941.315,               61.7342,          562.676
       0.25,        5000.0,       46.0,                    924.674,               46.1132,          549.211
        0.3,        5000.0,       46.0,                    904.859,               30.7209,          533.318
       0.35,        5000.0,       46.0,                    882.102,               15.7041,          515.331
        0.4,        5000.0,       46.0,                    856.743,               1.12342,          495.475
       0.45,        5000.0,       46.0,                    829.092,              -12.9393,          473.999
        0.5,        5000.0,       46.0,                    799.462,              -26.4019,          451.157
       0.55,        5000.0,       46.0,                    768.163,              -39.1825,          427.199
        0.6,        5000.0,       46.0,                    735.508,               -51.199,          402.377
        0.0,        5000.0,       48.0,                    1038.21,               130.938,          617.068
       0.05,        5000.0,       48.0,                    1036.13,               115.387,          615.365
        0.1,        5000.0,       48.0,                    1029.91,               99.5422,          610.405
       0.15,        5000.0,       48.0,                    1019.71,                83.521,          602.317
        0.2,        5000.0,       48.0,                    1005.67,               67.4399,          591.226
       0.25,        5000.0,       48.0,                    987.876,               51.3928,          577.157
        0.3,        5000.0,       48.0,                    966.687,               35.5648,          560.544
       0.35,        5000.0,       48.0,                    942.394,               20.1654,          541.764
        0.4,        5000.0,       48.0,                    915.328,               5.21495,          521.023
       0.45,        5000.0,       48.0,                     885.81,              -9.21905,          498.572
        0.5,        5000.0,       48.0,                    854.161,               -23.069,           474.66
       0.55,        5000.0,       48.0,                      820.7,              -36.2673,          449.539
        0.6,        5000.0,       48.0,                    785.748,              -48.7463,          423.458
        0.0,        5000.0,       50.0,                     1104.4,                 138.1,            647.0
       0.05,        5000.0,       50.0,                    1102.24,               122.206,          645.256
        0.1,        5000.0,       50.0,                     1095.6,                 106.0,            640.1
       0.15,        5000.0,       50.0,                    1084.69,               89.6187,          631.669
        0.2,        5000.0,       50.0,                     1069.7,                  73.2,            620.1
       0.25,        5000.0,       50.0,                     1050.8,               56.9063,          605.425
        0.3,        5000.0,       50.0,                     1028.3,                  40.8,            588.1
       0.35,        5000.0,       50.0,                    1002.42,               24.9375,          568.525
        0.4,        5000.0,       50.0,                      973.6,                   9.5,            546.9
       0.45,        5000.0,       50.0,                      942.2,               -5.3625,          523.475
        0.5,        5000.0,       50.0,                      908.6,                 -19.5,            498.5
       0.55,        5000.0,       50.0,                    873.175,              -32.7625,          472.225
        0.6,        5000.0,       50.0,                      836.3,                 -45.0,            444.9
        0.0,       10000.0,       20.0,                      135.6,                  39.5,            224.4
       0.05,       10000.0,       20.0,                    135.331,                29.725,          223.669
        0.1,       10000.0,       20.0,                      134.5,                  19.9,            221.6
       0.15,       10000.0,       20.0,                    133.144,                  10.1,          218.231
        0.2,       10000.0,       20.0,                      131.3,                   0.4,            213.6
       0.25,       10000.0,       20.0,                    129.025,              -9.11875,          207.694
        0.3,       10000.0,       20.0,                      126.3,                 -18.4,            200.7
       0.35,       10000.0,       20.0,                    123.081,               -27.375,          192.775
        0.4,       10000.0,       20.0,                      119.5,                 -36.0,            184.0
       0.45,       10000.0,       20.0,                    115.681,              -44.2187,          174.462
        0.5,       10000.0,       20.0,                      111.6,                 -52.0,            164.3
       0.55,       10000.0,       20.0,                    107.269,              -59.3062,          153.638
        0.6,       10000.0,       20.0,                      102.7,                 -66.1,            142.6
        0.0,       10000.0,       22.0,                    217.135,               47.7301,          261.128
       0.05,       10000.0,       22.0,                    216.652,               37.1845,          260.343
        0.1,       10000.0,       22.0,                    215.351,               26.6282,          258.045
