# created 04/22/25
# GASP-derived engine deck converted from turbofan_23k_1.eng
# t4max: 3342.0
# t4cruise: 3108.0
# t4climb: 3196.0
# sls_airflow: 994.36
# sfn_idle: 1.25

Mach Number, Altitude (ft),   Throttle, Thrust (lbf), Fuel Flow (lb/h),  T4 (degR)
        0.0,           0.0,        0.0,     621.4719,          621.472,        0.0
        0.0,           0.0,     0.4656,    -1979.162,         -105.249,    1556.01
        0.0,           0.0,     0.5432,     1065.323,          539.553,    1815.34
        0.0,           0.0,     0.6208,     4109.809,          1184.35,    2074.68
        0.0,           0.0,     0.6984,     7327.181,          1870.66,    2334.02
        0.0,           0.0,      0.776,     11036.92,          2800.21,    2593.35
        0.0,           0.0,     0.8536,     15708.88,          4095.82,    2852.68
        0.0,           0.0,     0.9312,     21836.46,          5870.27,    3112.02
        0.0,        3000.0,        0.0,     562.8327,          562.833,        0.0
        0.0,        3000.0,      0.456,    -2285.519,         -183.506,    1523.92
        0.0,        3000.0,      0.532,     456.4109,          412.261,    1777.91
        0.0,        3000.0,      0.608,     3198.341,          1008.03,    2031.89
        0.0,        3000.0,      0.684,     5972.483,          1620.99,    2285.88
        0.0,        3000.0,       0.76,     9207.826,          2437.99,    2539.87
        0.0,        3000.0,      0.836,      13217.8,          3553.47,    2793.85
        0.0,        3000.0,      0.912,     18617.68,          5114.42,    3047.84
        0.0,        3000.0,      0.988,     25284.21,          7083.13,    3301.83
        0.0,        6000.0,        0.0,     508.6672,          508.667,        0.0
        0.0,        6000.0,     0.4464,    -2935.834,          -280.32,    1491.84
        0.0,        6000.0,     0.5208,    -197.4633,          275.139,    1740.48
        0.0,        6000.0,     0.5952,     2540.908,          830.597,    1989.12
        0.0,        6000.0,     0.6696,     5279.279,          1386.06,    2237.76
        0.0,        6000.0,      0.744,     8213.525,           2090.9,     2486.4
        0.0,        6000.0,     0.8184,     11851.38,          3062.07,    2735.04
        0.0,        6000.0,     0.8928,     16560.29,          4378.63,    2983.67
        0.0,        6000.0,     0.9672,     22654.55,          6120.23,    3232.31
        0.0,        9000.0,        0.0,      458.719,          458.719,        0.0
        0.0,        9000.0,     0.4368,     820.9403,         -198.516,    1459.77
        0.0,        9000.0,     0.5096,     2287.775,          273.478,    1703.06
        0.0,        9000.0,     0.5824,     3754.602,          745.474,    1946.36
        0.0,        9000.0,     0.6552,     5221.432,          1217.47,    2189.65
        0.0,        9000.0,      0.728,     6857.634,          1767.45,    2432.94
        0.0,        9000.0,     0.8008,     10501.95,          2618.39,    2676.24
        0.0,        9000.0,     0.8736,      14702.7,          3781.46,    2919.53
        0.0,        9000.0,     0.9464,     19922.61,           5272.3,    3162.83
        0.0,       12000.0,        0.0,     412.7369,          412.737,        0.0
        0.0,       12000.0,     0.4272,    -10008.41,         -627.123,     1427.7
        0.0,       12000.0,     0.4984,    -5628.271,         -88.3646,    1665.65
        0.0,       12000.0,     0.5696,    -1248.108,          450.402,     1903.6
        0.0,       12000.0,     0.6408,     3132.043,          989.172,    2141.55
        0.0,       12000.0,      0.712,     7439.102,          1656.58,     2379.5
        0.0,       12000.0,     0.7832,     10835.88,          2375.84,    2617.45
        0.0,       12000.0,     0.8544,     10534.27,          2915.17,     2855.4
        0.0,       12000.0,     0.9256,     17296.46,          4499.26,    3093.35
        0.0,       12000.0,     0.9968,     22936.55,          6163.15,     3331.3
        0.0,       15000.0,        0.0,     370.4861,          370.486,        0.0
        0.0,       15000.0,     0.4176,    -4108.327,         -953.742,    1395.65
        0.0,       15000.0,     0.4872,    -2085.137,         -423.266,    1628.26
        0.0,       15000.0,     0.5568,     -61.8775,           107.23,    1860.87
        0.0,       15000.0,     0.6264,     1961.358,          637.707,    2093.47
        0.0,       15000.0,      0.696,     3868.837,          805.198,    2326.08
        0.0,       15000.0,     0.7656,     9295.393,          2069.67,    2558.69
        0.0,       15000.0,     0.8352,     8117.555,          2353.52,     2791.3
        0.0,       15000.0,     0.9048,     22532.67,          5324.89,    3023.91
        0.0,       15000.0,     0.9744,    -366.1336,          2489.81,    3256.52
        0.0,       18000.0,        0.0,     331.7385,          331.738,        0.0
        0.0,       18000.0,      0.408,    -18660.53,         -3371.54,     1363.6
        0.0,       18000.0,      0.476,    -12470.88,          -2194.4,    1590.87
        0.0,       18000.0,      0.544,    -6281.174,         -1017.32,    1818.14
        0.0,       18000.0,      0.612,    -91.46354,          159.764,     2045.4
        0.0,       18000.0,       0.68,     1838.842,          794.516,    2272.67
        0.0,       18000.0,      0.748,     3461.407,          958.955,    2499.94
        0.0,       18000.0,      0.816,     8465.954,           1595.0,    2727.21
        0.0,       18000.0,      0.884,     4672.626,           1685.1,    2954.47
        0.0,       18000.0,      0.952,     30679.14,          5644.58,    3181.74
        0.0,       21000.0,        0.0,     296.2731,          296.273,        0.0
        0.0,       21000.0,     0.3984,     5188.337,          3488.55,    1331.57
        0.0,       21000.0,     0.4648,     4883.055,          2747.02,     1553.5
        0.0,       21000.0,     0.5312,     4577.828,           2005.5,    1775.43
        0.0,       21000.0,     0.5977,     4272.565,          1263.94,    1997.35
        0.0,       21000.0,     0.6641,     4056.199,          908.393,    2219.28
        0.0,       21000.0,     0.7305,     1.572037,          649.552,    2441.21
        0.0,       21000.0,     0.7969,     5555.629,           1337.9,    2663.14
        0.0,       21000.0,     0.8633,     10865.94,          3806.66,    2885.07
        0.0,       21000.0,     0.9297,      13527.6,          5415.27,    3106.99
        0.0,       21000.0,     0.9961,     24247.31,          11037.8,    3328.92
        0.0,       24000.0,        0.0,     263.8809,          263.881,        0.0
        0.0,       24000.0,     0.3889,    -2276.284,         -4246.11,    1299.54
        0.0,       24000.0,     0.4537,    -1397.986,         -3030.82,    1516.13
        0.0,       24000.0,     0.5185,    -519.6311,         -1815.55,    1732.72
        0.0,       24000.0,     0.5833,     358.6363,         -600.279,    1949.31
        0.0,       24000.0,     0.6481,     3549.538,          1028.19,     2165.9
        0.0,       24000.0,     0.7129,     7246.497,          2298.21,    2382.49
        0.0,       24000.0,     0.7777,     8081.882,          2419.34,    2599.08
        0.0,       24000.0,     0.8425,     10914.13,          2151.44,    2815.67
        0.0,       24000.0,     0.9073,     8142.089,          2189.65,    3032.26
        0.0,       24000.0,     0.9721,     9356.254,          3346.39,    3248.85
        0.0,       27000.0,        0.0,     234.3597,           234.36,        0.0
        0.0,       27000.0,     0.3793,     31666.47,          15546.0,    1267.53
        0.0,       27000.0,     0.4425,     22716.75,          11633.7,    1478.78
        0.0,       27000.0,     0.5057,     13766.91,          7721.39,    1690.03
        0.0,       27000.0,     0.5689,     4817.089,          3809.05,    1901.29
        0.0,       27000.0,     0.6321,      -4080.9,         -421.773,    2112.54
        0.0,       27000.0,     0.6953,     3533.179,          157.007,     2323.8
        0.0,       27000.0,     0.7585,     2905.361,          84.2961,    2535.05
        0.0,       27000.0,     0.8218,    -631.5598,          2054.88,    2746.31
        0.0,       27000.0,      0.885,     10808.44,          2537.84,    2957.56
        0.0,       27000.0,     0.9482,    -1558.288,          3488.26,    3168.81
        0.0,       30000.0,        0.0,     207.5184,          207.518,        0.0
        0.0,       30000.0,     0.3697,     423.6084,          2063.46,    1235.52
        0.0,       30000.0,     0.4313,     2344.484,          1915.56,    1441.44
        0.0,       30000.0,     0.4929,     4264.665,          1767.88,    1647.35
        0.0,       30000.0,     0.5545,     6185.203,          1620.07,    1853.27
        0.0,       30000.0,     0.6162,     4867.514,          174.702,    2059.19
        0.0,       30000.0,     0.6778,    -1357.865,          312.415,    2265.11
        0.0,       30000.0,     0.7394,     916.2129,          -601.59,    2471.03
        0.0,       30000.0,      0.801,     2808.161,         -2068.88,    2676.95
        0.0,       30000.0,     0.8626,     14043.93,           6579.6,    2882.87
        0.0,       30000.0,     0.9242,     29400.55,          4365.93,    3088.79
        0.0,       30000.0,     0.9858,     60041.21,          12221.7,    3294.71
        0.0,       33000.0,        0.0,     183.1715,          183.171,        0.0
        0.0,       33000.0,     0.3601,     73148.22,          8353.32,    1203.52
        0.0,       33000.0,     0.4201,     57096.47,          6361.09,    1404.11
        0.0,       33000.0,     0.4802,     41044.58,          4368.84,    1604.69
        0.0,       33000.0,     0.5402,     24992.67,          2376.71,    1805.28
        0.0,       33000.0,     0.6002,      8940.68,          384.355,    2005.86
        0.0,       33000.0,     0.6602,    -2678.417,         -598.454,    2206.45
        0.0,       33000.0,     0.7202,     11541.78,          4514.57,    2407.04
        0.0,       33000.0,     0.7803,     10052.41,          3617.19,    2607.62
        0.0,       33000.0,     0.8403,    -5615.761,         -4056.63,    2808.21
        0.0,       33000.0,     0.9003,     3125.791,          1784.91,     3008.8
        0.0,       33000.0,     0.9603,    -53986.26,         -34872.5,    3209.38
        0.0,       36000.0,        0.0,     161.1448,          161.145,        0.0
        0.0,       36000.0,     0.3505,     69414.82,          6249.21,    1171.53
        0.0,       36000.0,      0.409,     54979.25,          5111.87,    1366.78
        0.0,       36000.0,     0.4674,     40543.32,          3974.52,    1562.03
        0.0,       36000.0,     0.5258,     26107.68,          2837.21,    1757.29
        0.0,       36000.0,     0.5842,      11671.9,          1699.74,    1952.54
        0.0,       36000.0,     0.6427,     1488.745,           509.04,     2147.8
        0.0,       36000.0,     0.7011,     908.5232,           93.532,    2343.05
        0.0,       36000.0,     0.7595,    -22077.38,         -3060.69,    2538.31
        0.0,       36000.0,     0.8179,     47160.97,          10763.0,    2733.56
        0.0,       36000.0,     0.8764,     16056.51,          5520.05,    2928.81
        0.0,       36000.0,     0.9348,    -24769.22,         -23716.9,    3124.07
        0.0,       39000.0,        0.0,     139.6755,          139.675,        0.0
        0.0,       39000.0,     0.3501,     476.7687,          100.476,    1169.91
        0.0,       39000.0,     0.4084,    -266.4172,          -23.404,     1364.9
        0.0,       39000.0,     0.4668,    -1009.892,         -147.275,    1559.88
        0.0,       39000.0,     0.5251,    -1753.168,         -271.066,    1754.87
        0.0,       39000.0,     0.5834,    -2496.615,         -394.901,    1949.85
        0.0,       39000.0,     0.6418,    -4195.442,         -718.928,    2144.84
        0.0,       39000.0,     0.7001,    -200.1008,         -10.5781,    2339.82
        0.0,       39000.0,     0.7585,     -4917.31,         -2004.88,    2534.81
        0.0,       39000.0,     0.8168,      6913.46,         -4331.27,    2729.79
        0.0,       39000.0,     0.8752,     11889.89,          4348.43,    2924.78
        0.0,       39000.0,     0.9335,     120355.9,          68678.6,    3119.76
        0.0,       42000.0,        0.0,     120.9878,          120.988,        0.0
        0.0,       42000.0,     0.3501,    -462426.5,        -178028.0,    1169.91
        0.0,       42000.0,     0.4084,    -362856.0,        -139382.0,     1364.9
        0.0,       42000.0,     0.4668,    -263285.6,        -100736.0,    1559.88
        0.0,       42000.0,     0.5251,    -163715.4,         -62090.5,    1754.87
        0.0,       42000.0,     0.5834,    -64145.01,         -23445.0,    1949.85
        0.0,       42000.0,     0.6418,    -17490.57,         -5916.43,    2144.84
        0.0,       42000.0,     0.7001,     9317.001,          942.013,    2339.82
        0.0,       42000.0,     0.7585,    -11674.67,         -219.079,    2534.81
        0.0,       42000.0,     0.8168,     25036.39,          13878.4,    2729.79
        0.0,       42000.0,     0.8752,    -11573.79,         -5031.32,    2924.78
        0.0,       42000.0,     0.9335,     18711.33,          14545.3,    3119.76
       0.05,           0.0,        0.0,     622.4046,          622.405,        0.0
       0.05,           0.0,     0.4658,    -1937.372,         -104.125,    1556.79
       0.05,           0.0,     0.5435,     906.8547,          545.148,    1816.25
       0.05,           0.0,     0.6211,     3751.082,          1194.42,    2075.72
       0.05,           0.0,     0.6987,     6786.726,          1886.27,    2335.18
       0.05,           0.0,     0.7764,     10343.11,          2825.13,    2594.65
       0.05,           0.0,      0.854,     14849.09,          4132.93,    2854.11
       0.05,           0.0,     0.9317,     20803.98,          5925.92,    3113.58
       0.05,        3000.0,        0.0,     563.6774,          563.677,        0.0
       0.05,        3000.0,     0.4562,     -2248.27,         -179.918,    1524.68
       0.05,        3000.0,     0.5323,     396.6363,          416.518,     1778.8
       0.05,        3000.0,     0.6083,     3041.543,          1012.95,    2032.91
       0.05,        3000.0,     0.6843,     5721.067,          1627.13,    2287.02
       0.05,        3000.0,     0.7604,     8885.487,          2447.13,    2541.14
       0.05,        3000.0,     0.8364,     12820.92,           3565.8,    2795.25
       0.05,        3000.0,     0.9124,     18151.57,          5134.59,    3049.37
       0.05,        3000.0,     0.9885,      24712.7,          7106.73,    3303.48
       0.05,        6000.0,        0.0,     509.4305,          509.431,        0.0
       0.05,        6000.0,     0.4466,    -2750.051,         -271.651,    1492.58
       0.05,        6000.0,      0.521,    -204.4496,          283.846,    1741.35
       0.05,        6000.0,     0.5955,     2341.152,          839.343,    1990.11
       0.05,        6000.0,     0.6699,     4887.933,          1395.47,    2238.88
       0.05,        6000.0,     0.7444,     7675.514,          2103.74,    2487.64
       0.05,        6000.0,     0.8188,     11181.16,          3080.56,     2736.4
       0.05,        6000.0,     0.8932,     15767.37,          4411.24,    2985.17
       0.05,        6000.0,     0.9677,     21640.42,          6158.17,    3233.93
       0.05,        9000.0,        0.0,     459.4074,          459.407,        0.0
       0.05,        9000.0,      0.437,    -1627.546,         -281.515,     1460.5
       0.05,        9000.0,     0.5098,     358.4682,          213.743,    1703.91
       0.05,        9000.0,     0.5827,      2344.48,          709.002,    1947.33
       0.05,        9000.0,     0.6555,     4330.492,          1204.26,    2190.74
       0.05,        9000.0,     0.7284,     6540.991,          1796.92,    2434.16
       0.05,        9000.0,     0.8012,     9705.083,          2638.35,    2677.58
       0.05,        9000.0,      0.874,     13670.45,          3784.25,    2920.99
       0.05,        9000.0,     0.9469,     18768.78,          5284.29,    3164.41
       0.05,       12000.0,        0.0,     413.3563,          413.356,        0.0
       0.05,       12000.0,     0.4274,    -5981.429,         -454.169,    1428.42
       0.05,       12000.0,     0.4986,     -2971.17,           31.739,    1666.48
       0.05,       12000.0,     0.5699,     39.10165,          517.652,    1904.55
       0.05,       12000.0,     0.6411,     3049.367,          1003.57,    2142.62
       0.05,       12000.0,     0.7124,     6215.423,          1593.54,    2380.69
       0.05,       12000.0,     0.7836,     9242.337,          2316.04,    2618.76
       0.05,       12000.0,     0.8548,     10783.71,           3081.6,    2856.83
       0.05,       12000.0,     0.9261,     16227.54,          4497.38,     3094.9
       0.05,       12000.0,     0.9973,     21278.34,          6067.84,    3332.97
       0.05,       15000.0,        0.0,     371.0421,          371.042,        0.0
       0.05,       15000.0,     0.4178,    -3422.131,         -736.515,    1396.35
       0.05,       15000.0,     0.4875,    -1572.361,         -249.619,    1629.07
       0.05,       15000.0,     0.5571,     277.4521,          237.289,     1861.8
       0.05,       15000.0,     0.6267,      2127.25,          724.185,    2094.52
       0.05,       15000.0,     0.6964,     3919.875,          993.187,    2327.25
       0.05,       15000.0,      0.766,      8107.05,          2006.61,    2559.97
       0.05,       15000.0,     0.8356,     8295.775,          2489.49,    2792.69
       0.05,       15000.0,     0.9053,     18916.62,          4803.55,    3025.42
       0.05,       15000.0,     0.9749,     5936.334,           3539.5,    3258.14
       0.05,       18000.0,        0.0,     332.2363,          332.236,        0.0
       0.05,       18000.0,     0.4082,    -13675.57,         -2474.18,    1364.28
       0.05,       18000.0,     0.4763,    -8945.339,         -1537.78,    1591.67
       0.05,       18000.0,     0.5443,    -4215.065,         -601.426,    1819.05
       0.05,       18000.0,     0.6123,     515.2119,           334.94,    2046.43
       0.05,       18000.0,     0.6804,     2286.805,           893.93,    2273.81
       0.05,       18000.0,     0.7484,     3918.886,          1174.02,    2501.19
       0.05,       18000.0,     0.8164,     7981.962,          1803.38,    2728.57
       0.05,       18000.0,     0.8845,     6270.014,          2149.15,    2955.95
       0.05,       18000.0,     0.9525,     25369.33,          5247.76,    3183.33
       0.05,       21000.0,        0.0,     296.7177,          296.718,        0.0
       0.05,       21000.0,     0.3986,     2763.043,          2319.55,    1332.23
       0.05,       21000.0,     0.4651,     2979.908,          1901.57,    1554.27
       0.05,       21000.0,     0.5315,     3196.813,          1483.59,    1776.31
       0.05,       21000.0,      0.598,     3413.692,          1065.59,    1998.35
       0.05,       21000.0,     0.6644,     3661.647,          912.159,    2220.39
       0.05,       21000.0,     0.7308,     1190.716,          855.518,    2442.43
       0.05,       21000.0,     0.7973,     5622.829,          1504.08,    2664.47
       0.05,       21000.0,     0.8637,     10217.83,          3505.38,    2886.51
       0.05,       21000.0,     0.9301,     12690.26,          4869.68,    3108.55
       0.05,       21000.0,     0.9966,     20717.67,          9070.13,    3330.59
       0.05,       24000.0,        0.0,      264.277,          264.277,        0.0
       0.05,       24000.0,      0.389,    -2747.962,         -3334.67,    1300.19
       0.05,       24000.0,     0.4539,    -1687.357,         -2335.16,    1516.89
       0.05,       24000.0,     0.5187,    -626.7098,         -1335.66,    1733.59
       0.05,       24000.0,     0.5836,     433.8732,         -336.157,    1950.29
       0.05,       24000.0,     0.6484,     3143.998,          952.847,    2166.98
       0.05,       24000.0,     0.7133,     6284.657,          2004.58,    2383.68
       0.05,       24000.0,     0.7781,     7322.359,          2223.93,    2600.38
       0.05,       24000.0,     0.8429,     9905.924,           2188.1,    2817.08
       0.05,       24000.0,     0.9078,     8487.755,          2430.26,    3033.78
       0.05,       24000.0,     0.9726,      10105.1,          3585.98,    3250.48
       0.05,       27000.0,        0.0,     234.7114,          234.711,        0.0
       0.05,       27000.0,     0.3795,     22931.45,          11532.9,    1268.16
       0.05,       27000.0,     0.4427,     16521.53,          8669.76,    1479.52
       0.05,       27000.0,     0.5059,     10111.52,           5806.6,    1690.88
       0.05,       27000.0,     0.5692,     3701.532,          2943.44,    1902.24
       0.05,       27000.0,     0.6324,    -2626.562,         -141.316,     2113.6
       0.05,       27000.0,     0.6957,      3350.71,          356.181,    2324.96
       0.05,       27000.0,     0.7589,       3285.4,          427.329,    2536.32
       0.05,       27000.0,     0.8222,     1028.761,           2045.9,    2747.68
       0.05,       27000.0,     0.8854,     10204.39,          2577.58,    2959.04
       0.05,       27000.0,     0.9487,     1146.705,          3424.54,     3170.4
       0.05,       30000.0,        0.0,     207.8298,           207.83,        0.0
       0.05,       30000.0,     0.3699,    -109.3373,          1478.25,    1236.13
       0.05,       30000.0,     0.4315,     1570.197,          1424.71,    1442.16
       0.05,       30000.0,     0.4932,      3249.19,          1371.33,    1648.18
       0.05,       30000.0,     0.5548,     4928.461,          1317.86,     1854.2
       0.05,       30000.0,     0.6165,     4116.789,          266.266,    2060.22
       0.05,       30000.0,     0.6781,    -612.2555,          406.931,    2266.25
       0.05,       30000.0,     0.7398,     1491.772,         -206.138,    2472.27
       0.05,       30000.0,     0.8014,     3295.707,         -1231.19,    2678.29
       0.05,       30000.0,      0.863,     12370.15,          5613.44,    2884.31
       0.05,       30000.0,     0.9247,     24896.87,          4169.04,    3090.33
       0.05,       30000.0,     0.9863,      49261.2,          10598.3,    3296.36
       0.05,       33000.0,        0.0,     183.4464,          183.446,        0.0
       0.05,       33000.0,     0.3603,     57217.34,          6462.07,    1204.12
       0.05,       33000.0,     0.4203,      44718.9,          4942.36,    1404.81
       0.05,       33000.0,     0.4804,     32220.35,          3422.63,    1605.49
       0.05,       33000.0,     0.5404,     19721.77,           1903.0,    1806.18
       0.05,       33000.0,     0.6005,     7223.132,          383.198,    2006.87
       0.05,       33000.0,     0.6605,    -1714.225,         -318.244,    2207.55
       0.05,       33000.0,     0.7206,      9696.97,          3766.08,    2408.24
       0.05,       33000.0,     0.7806,     8800.634,          3135.41,    2608.93
       0.05,       33000.0,     0.8407,    -3143.183,         -2751.99,    2809.61
       0.05,       33000.0,     0.9007,     3650.194,          1749.95,     3010.3
       0.05,       33000.0,     0.9608,    -41981.77,         -27546.7,    3210.99
       0.05,       36000.0,        0.0,     161.3867,          161.387,        0.0
       0.05,       36000.0,     0.3507,     54083.28,          4792.78,    1172.11
       0.05,       36000.0,     0.4092,     42879.21,           3942.5,    1367.46
       0.05,       36000.0,     0.4676,     31674.86,          3092.21,    1562.82
       0.05,       36000.0,     0.5261,     20470.74,          2241.95,    1758.17
       0.05,       36000.0,     0.5845,     9266.509,          1391.57,    1953.52
       0.05,       36000.0,      0.643,     1420.988,          498.889,    2148.87
       0.05,       36000.0,     0.7014,     1098.675,          214.436,    2344.22
       0.05,       36000.0,     0.7599,    -16849.84,         -2203.47,    2539.58
       0.05,       36000.0,     0.8184,     38222.79,           8790.3,    2734.93
       0.05,       36000.0,     0.8768,     13946.35,          4859.69,    2930.28
       0.05,       36000.0,     0.9353,    -18581.36,         -18345.4,    3125.63
       0.05,       39000.0,        0.0,     139.8851,          139.885,        0.0
       0.05,       39000.0,     0.3502,     297.7573,          18.4149,    1170.49
       0.05,       39000.0,     0.4086,    -246.1483,          -51.464,    1365.58
       0.05,       39000.0,      0.467,    -790.2804,         -121.335,    1560.66
       0.05,       39000.0,     0.5254,    -1334.255,         -191.143,    1755.74
       0.05,       39000.0,     0.5837,    -1878.366,         -260.985,    1950.82
       0.05,       39000.0,     0.6421,    -3177.828,         -503.226,    2145.91
       0.05,       39000.0,     0.7005,     147.0694,          104.105,    2340.99
       0.05,       39000.0,     0.7588,    -3416.965,         -1402.69,    2536.07
       0.05,       39000.0,     0.8172,     6216.859,         -3200.33,    2731.15
       0.05,       39000.0,     0.8756,     10314.05,          3770.81,    2926.24
       0.05,       39000.0,      0.934,     95822.43,          54546.0,    3121.32
       0.05,       42000.0,        0.0,     121.1694,          121.169,        0.0
       0.05,       42000.0,     0.3502,    -379307.8,        -145963.0,    1170.49
       0.05,       42000.0,     0.4086,    -297621.7,        -114274.0,    1365.58
       0.05,       42000.0,      0.467,    -215935.7,         -82585.3,    1560.66
       0.05,       42000.0,     0.5254,    -134249.8,         -50896.5,    1755.74
       0.05,       42000.0,     0.5837,    -52563.78,         -19207.8,    1950.82
       0.05,       42000.0,     0.6421,    -14077.33,         -4743.84,    2145.91
       0.05,       42000.0,     0.7005,     7763.255,          869.388,    2340.99
       0.05,       42000.0,     0.7588,    -9094.636,         -55.9812,    2536.07
       0.05,       42000.0,     0.8172,     20796.76,          11430.5,    2731.15
       0.05,       42000.0,     0.8756,    -8526.099,          -3736.2,    2926.24
       0.05,       42000.0,      0.934,     16729.98,          12533.8,    3121.32
        0.1,           0.0,        0.0,     625.2082,          625.208,        0.0
        0.1,           0.0,     0.4665,    -2011.883,         -99.3087,    1559.12
        0.1,           0.0,     0.5443,     630.3653,           552.14,    1818.98
        0.1,           0.0,      0.622,     3272.614,          1203.59,    2078.83
        0.1,           0.0,     0.6998,     6125.419,          1899.51,    2338.68
        0.1,           0.0,     0.7775,     9521.647,          2845.69,    2598.54
        0.1,           0.0,     0.8553,      13855.3,          4165.01,    2858.39
        0.1,           0.0,      0.933,     19628.42,           5975.7,    3118.24
        0.1,        3000.0,        0.0,     566.2165,          566.216,        0.0
        0.1,        3000.0,     0.4569,    -2313.859,         -177.017,    1526.97
        0.1,        3000.0,     0.5331,     193.1631,          421.989,    1781.46
        0.1,        3000.0,     0.6092,     2700.185,          1020.99,    2035.96
        0.1,        3000.0,     0.6854,     5250.777,          1639.64,    2290.45
        0.1,        3000.0,     0.7615,     8308.462,          2467.48,    2544.95
        0.1,        3000.0,     0.8377,     12111.91,           3595.1,    2799.44
        0.1,        3000.0,     0.9138,     17311.67,          5179.06,    3053.94
        0.1,        3000.0,       0.99,     23690.68,          7160.93,    3308.43
        0.1,        6000.0,        0.0,     511.7253,          511.725,        0.0
        0.1,        6000.0,     0.4473,    -2534.252,         -256.571,    1494.82
        0.1,        6000.0,     0.5218,    -211.1178,          297.407,    1743.96
        0.1,        6000.0,     0.5964,     2112.016,          851.384,    1993.09
        0.1,        6000.0,     0.6709,     4435.149,          1405.36,    2242.23
        0.1,        6000.0,     0.7455,     7123.782,          2122.06,    2491.37
        0.1,        6000.0,       0.82,     10496.66,          3109.14,    2740.51
        0.1,        6000.0,     0.8946,      14965.5,          4455.73,    2989.64
        0.1,        6000.0,     0.9691,     20653.14,          6216.63,    3238.78
        0.1,        9000.0,        0.0,     461.4768,          461.477,        0.0
        0.1,        9000.0,     0.4377,     -2541.08,         -310.567,    1462.69
        0.1,        9000.0,     0.5106,    -442.1006,          195.125,    1706.47
        0.1,        9000.0,     0.5836,     1656.878,          700.818,    1950.25
        0.1,        9000.0,     0.6565,     3755.857,          1206.51,    2194.03
        0.1,        9000.0,     0.7294,     6110.103,          1819.85,    2437.81
        0.1,        9000.0,     0.8024,     9037.513,          2663.94,    2681.59
        0.1,        9000.0,     0.8753,     12865.36,          3816.21,    2925.37
        0.1,        9000.0,     0.9483,     17810.15,           5327.4,    3169.15
        0.1,       12000.0,        0.0,     415.2183,          415.218,        0.0
        0.1,       12000.0,     0.4281,    -3536.913,         -348.353,    1430.56
        0.1,       12000.0,     0.4994,    -1373.469,          108.106,    1668.98
        0.1,       12000.0,     0.5707,     789.9805,          564.567,    1907.41
        0.1,       12000.0,     0.6421,     2953.427,          1021.03,    2145.84
        0.1,       12000.0,     0.7134,     5376.871,          1566.42,    2384.26
        0.1,       12000.0,     0.7848,     8124.962,          2295.05,    2622.69
        0.1,       12000.0,     0.8561,     10739.45,          3200.65,    2861.11
        0.1,       12000.0,     0.9275,     15355.03,          4528.34,    3099.54
        0.1,       12000.0,     0.9988,     20015.49,          6050.92,    3337.97
        0.1,       15000.0,        0.0,     372.7135,          372.713,        0.0
        0.1,       15000.0,     0.4184,     -2899.16,         -571.042,    1398.44
        0.1,       15000.0,     0.4882,    -1193.485,         -116.439,    1631.51
        0.1,       15000.0,     0.5579,     512.2159,           338.17,    1864.59
        0.1,       15000.0,     0.6277,     2217.908,          792.772,    2097.66
        0.1,       15000.0,     0.6974,     3920.263,          1137.17,    2330.73
        0.1,       15000.0,     0.7671,     7199.866,          1975.61,    2563.81
        0.1,       15000.0,     0.8369,     8379.474,          2608.46,    2796.88
        0.1,       15000.0,     0.9066,     16168.37,          4441.34,    3029.95
        0.1,       15000.0,     0.9764,     10308.45,          4306.53,    3263.03
        0.1,       18000.0,        0.0,     333.7329,          333.733,        0.0
        0.1,       18000.0,     0.4088,    -9788.776,         -1769.35,    1366.33
        0.1,       18000.0,      0.477,    -6203.259,          -1020.9,    1594.05
        0.1,       18000.0,     0.5451,    -2617.717,         -272.481,    1821.77
        0.1,       18000.0,     0.6133,     967.8267,          475.947,     2049.5
        0.1,       18000.0,     0.6814,     2611.281,          978.045,    2277.22
        0.1,       18000.0,     0.7495,      4255.16,           1348.7,    2504.94
        0.1,       18000.0,     0.8177,     7612.584,          1985.03,    2732.66
        0.1,       18000.0,     0.8858,     7486.398,          2532.26,    2960.38
        0.1,       18000.0,      0.954,     21206.84,          4972.58,     3188.1
        0.1,       21000.0,        0.0,     298.0543,          298.054,        0.0
        0.1,       21000.0,     0.3992,     927.9313,          1411.72,    1334.23
        0.1,       21000.0,     0.4658,     1530.867,          1246.38,     1556.6
        0.1,       21000.0,     0.5323,      2133.83,          1081.05,    1778.98
        0.1,       21000.0,     0.5988,     2736.775,          915.699,    2001.35
        0.1,       21000.0,     0.6654,     3334.369,          922.085,    2223.72
        0.1,       21000.0,     0.7319,     2118.567,          1028.22,    2446.09
        0.1,       21000.0,     0.7985,     5682.668,          1652.36,    2668.46
        0.1,       21000.0,      0.865,       9678.7,          3284.28,    2890.84
        0.1,       21000.0,     0.9315,     12027.24,          4472.15,    3113.21
        0.1,       21000.0,     0.9981,     17995.24,          7578.15,    3335.58
        0.1,       24000.0,        0.0,     265.4674,          265.467,        0.0
        0.1,       24000.0,     0.3896,    -3017.822,         -2577.09,    1302.14
        0.1,       24000.0,     0.4546,    -1841.305,         -1756.18,    1519.16
        0.1,       24000.0,     0.5195,    -664.7591,         -935.271,    1736.19
        0.1,       24000.0,     0.5844,     511.7419,         -114.367,    1953.21
        0.1,       24000.0,     0.6494,     2811.075,          898.286,    2170.23
